Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Score_1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Score_2,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Score_3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Score_4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Score_5,Pass5,Para6,InSample6_Annual_RateOfReturn,OutSample6_Annual_RateOfReturn,Score_6,Pass6,Para7,Pass7
2_20_2_50_4.csv,0.40257059375000004,0.21840684757064532,0.5425305547932742,Yes,2_40_1_50_4.csv,0.275524871147596,0.04283641399122173,0.15547204073738477,No,2_80_0.75_125_10.csv,0.3275662591975854,0.09096143594990073,0.2776886611359856,No,2_20_1_75_4.csv,0.5303392838612951,-0.028422799598805712,-0.05359361537743337,No,2_120_1.5_100_4.csv,0.29590437040372747,0.04263900957141829,0.1440972619405461,No,2_100_1.75_175_14.csv,0.32723148291382703,-0.022409978994731388,-0.06848356641965535,No,No Plateau,No
2_20_2_75_4.csv,0.3756843125,0.07281749712240068,0.1938262916485252,No,2_40_1_50_8.csv,0.2682529381961998,0.1609036457354551,0.5998206275666976,Yes,2_80_0.75_125_12.csv,0.3275662591975854,0.09096143594990073,0.2776886611359856,No,2_120_1.75_100_4.csv,0.5226966216582428,0.11216820954971785,0.21459524493169063,No,2_120_1.5_125_4.csv,0.29590437040372747,0.04263900957141829,0.1440972619405461,No,2_100_1.75_200_18.csv,0.3272314753463324,-0.014766215189630841,-0.04512467871253125,No,,
2_20_1.75_50_8.csv,0.37450846875,-0.008454973331331028,-0.02257618728770343,No,2_40_1_50_10.csv,0.26615468708781814,0.15250227742360925,0.5729836250198777,Yes,2_80_0.75_125_14.csv,0.3275662591975854,0.09096143594990073,0.2776886611359856,No,2_120_1.75_125_4.csv,0.5226966216582428,0.11216820954971785,0.21459524493169063,No,2_120_1.5_150_4.csv,0.29590437040372747,0.04263900957141829,0.1440972619405461,No,2_100_1.75_125_18.csv,0.3272314693320824,-0.02240998867133637,-0.06848359883319832,No,,
2_20_1.75_50_10.csv,0.36986184375,-0.00845499993655708,-0.02285988695355137,No,2_40_1_50_12.csv,0.26615468708781814,0.15250227742360925,0.5729836250198777,Yes,2_80_0.75_125_16.csv,0.3275662591975854,0.09096143594990073,0.2776886611359856,No,2_120_1.75_150_4.csv,0.5226966216582428,0.11216820954971785,0.21459524493169063,No,2_120_1.5_50_4.csv,0.29590437040372747,0.04263900957141829,0.1440972619405461,No,2_100_1.75_150_18.csv,0.3272314693320824,-0.02240998867133637,-0.06848359883319832,No,,
1_20_1.25_50_10.csv,0.3659826875,0.02966267079323836,0.08104938240620564,No,2_40_1_50_14.csv,0.26615468708781814,0.15250227742360925,0.5729836250198777,Yes,2_80_0.75_125_18.csv,0.3275662591975854,0.09096143594990073,0.2776886611359856,No,2_120_1.75_50_4.csv,0.5226966216582428,0.11216820954971785,0.21459524493169063,No,2_120_1.5_75_4.csv,0.29590437040372747,0.04263900957141829,0.1440972619405461,No,2_100_1.75_200_20.csv,0.3272314693048712,-0.01476620554569738,-0.04512465007434898,No,,
1_20_1.25_50_12.csv,0.3659826875,0.02966267079323836,0.08104938240620564,No,2_40_1_50_16.csv,0.26615468708781814,0.15250227742360925,0.5729836250198777,Yes,2_80_0.75_125_20.csv,0.3275662591975854,0.09096143594990073,0.2776886611359856,No,2_120_1.75_75_4.csv,0.5226966216582428,0.11216820954971785,0.21459524493169063,No,2_120_1.5_225_4.csv,0.29590432802669725,0.042639000364791506,0.14409725146346797,No,2_100_1.75_100_18.csv,0.3272314672450872,-0.02240995496256254,-0.06848349625795037,No,,
1_20_1.25_50_14.csv,0.3659826875,0.02966267079323836,0.08104938240620564,No,2_40_1_50_18.csv,0.26615468708781814,0.15250227742360925,0.5729836250198777,Yes,2_80_0.75_125_8.csv,0.3275662591975854,0.0965509954987041,0.2947525661990275,No,2_120_1.75_225_4.csv,0.5226966206671672,0.11216828538807216,0.21459539042915787,No,2_120_1.5_175_4.csv,0.2959043213884753,0.042638948616534667,0.14409707981437864,No,2_100_1.75_50_18.csv,0.3272314672450872,-0.02240995496256254,-0.06848349625795037,No,,
1_20_1.25_50_16.csv,0.3659826875,0.02966267079323836,0.08104938240620564,No,2_40_1_50_20.csv,0.26615468708781814,0.15250227742360925,0.5729836250198777,Yes,2_80_0.75_100_10.csv,0.32756614953149854,0.10760469082200308,0.32849759041312626,No,2_120_1.75_200_4.csv,0.5226966044508721,0.11216825883467829,0.2145953462860517,No,2_120_1.5_200_4.csv,0.2959043213884753,0.042638948616534667,0.14409707981437864,No,2_100_1.75_75_18.csv,0.3272314672450872,-0.02240995496256254,-0.06848349625795037,No,,
1_20_1.25_50_18.csv,0.3659826875,0.02966267079323836,0.08104938240620564,No,2_40_1.5_150_6.csv,0.2638972196722796,0.14667756563654744,0.555813228417862,Yes,2_80_0.75_100_12.csv,0.32756614953149854,0.10760469082200308,0.32849759041312626,No,2_120_1.75_175_4.csv,0.5226965662253783,0.11216824688743707,0.2145953391227597,No,2_80_1.5_225_6.csv,0.2795650882463997,0.1694664606901767,0.6061789107973826,Yes,2_100_1.75_125_16.csv,0.32723146527319663,-0.022409971593728862,-0.06848354749449105,No,,
1_20_1.25_50_20.csv,0.3659826875,0.02966267079323836,0.08104938240620564,No,2_40_1.5_150_4.csv,0.25701178212095493,0.12391156246350257,0.4821240545508816,No,2_80_0.75_100_14.csv,0.32756614953149854,0.10760469082200308,0.32849759041312626,No,2_20_1_50_4.csv,0.41482224900305076,-0.030948726211439806,-0.07460719931445191,No,2_80_1.5_100_6.csv,0.2795650792385753,0.22372040381189823,0.8002444526377333,Yes,2_100_1.75_150_16.csv,0.32723146527319663,-0.022409971593728862,-0.06848354749449105,No,,
