Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Pass1,Para2,Pass2,Para3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Pass5
2_20_0.75_125_20.csv,0.17621935,-0.013870757790634639,,,,,,2_100_0.75_100_10.csv,0.5802713415965808,0.08931229915512257,,2_80_0.75_125_4.csv,0.10007907059938524,-0.0016046049295046026,
2_20_0.75_125_4.csv,0.17621935,0.0013811224754920236,,,,,,2_100_0.75_50_10.csv,0.5802713415965808,0.08931229915512257,,,,,
2_20_0.75_125_6.csv,0.17621935,-0.013870757790634639,,,,,,2_100_0.75_75_10.csv,0.5802713415965808,0.08931229915512257,,,,,
2_20_0.75_125_8.csv,0.17621935,-0.013870757790634639,,,,,,2_100_0.75_175_10.csv,0.5802712020641098,0.00696087997298217,,,,,
1_100_1.75_150_10.csv,0.16551844999999998,-0.006925416432467363,,,,,,2_100_0.75_175_12.csv,0.5802712020641098,0.00696087997298217,,,,,
1_100_1.75_150_12.csv,0.16551844999999998,-0.006925416432467363,,,,,,2_100_0.75_175_14.csv,0.5802712020641098,0.00696087997298217,,,,,
1_100_1.75_150_14.csv,0.16551844999999998,-0.006925416432467363,,,,,,2_100_0.75_175_16.csv,0.5802712020641098,0.00696087997298217,,,,,
1_100_1.75_150_16.csv,0.16551844999999998,-0.006925416432467363,,,,,,2_100_0.75_175_18.csv,0.5802712020641098,0.00696087997298217,,,,,
1_100_1.75_150_18.csv,0.16551844999999998,-0.006925416432467363,,,,,,2_100_0.75_175_20.csv,0.5802712020641098,0.00696087997298217,,,,,
1_100_1.75_150_20.csv,0.16551844999999998,-0.006925416432467363,,,,,,2_100_0.75_100_12.csv,0.580271178221485,0.08931232902569017,,,,,
1_100_1.75_150_4.csv,0.16551844999999998,-0.006925416432467363,,,,,,2_100_0.75_100_14.csv,0.580271178221485,0.08931232902569017,,,,,
1_100_1.75_150_6.csv,0.16551844999999998,-0.006925416432467363,,,,,,2_100_0.75_100_16.csv,0.580271178221485,0.08931232902569017,,,,,
1_100_1.75_150_8.csv,0.16551844999999998,-0.006925416432467363,,,,,,2_100_0.75_100_18.csv,0.580271178221485,0.08931232902569017,,,,,
3_100_1.75_150_10.csv,0.16551844999999998,-0.006925416432467363,,,,,,2_100_0.75_100_20.csv,0.580271178221485,0.08931232902569017,,,,,
3_100_1.75_150_12.csv,0.16551844999999998,-0.006925416432467363,,,,,,2_100_0.75_50_12.csv,0.580271178221485,0.08931232902569017,,,,,
3_100_1.75_150_14.csv,0.16551844999999998,-0.006925416432467363,,,,,,2_100_0.75_50_14.csv,0.580271178221485,0.08931232902569017,,,,,
3_100_1.75_150_16.csv,0.16551844999999998,-0.006925416432467363,,,,,,2_100_0.75_50_16.csv,0.580271178221485,0.08931232902569017,,,,,
3_100_1.75_150_18.csv,0.16551844999999998,-0.006925416432467363,,,,,,2_100_0.75_50_18.csv,0.580271178221485,0.08931232902569017,,,,,
3_100_1.75_150_20.csv,0.16551844999999998,-0.006925416432467363,,,,,,2_100_0.75_50_20.csv,0.580271178221485,0.08931232902569017,,,,,
3_100_1.75_150_4.csv,0.16551844999999998,-0.006925416432467363,,,,,,2_100_0.75_75_12.csv,0.580271178221485,0.08931232902569017,,,,,
3_100_1.75_150_6.csv,0.16551844999999998,-0.006925416432467363,,,,,,2_100_0.75_75_14.csv,0.580271178221485,0.08931232902569017,,,,,
3_100_1.75_150_8.csv,0.16551844999999998,-0.006925416432467363,,,,,,2_100_0.75_75_16.csv,0.580271178221485,0.08931232902569017,,,,,
1_80_1.75_150_10.csv,0.1605256876,0.005585198362437019,,,,,,2_100_0.75_75_18.csv,0.580271178221485,0.08931232902569017,,,,,
1_80_1.75_150_12.csv,0.1605256876,0.005585198362437019,,,,,,2_100_0.75_75_20.csv,0.580271178221485,0.08931232902569017,,,,,
1_80_1.75_150_14.csv,0.1605256876,0.005585198362437019,,,,,,2_100_0.75_175_8.csv,0.5802711766202979,0.006960884886201986,,,,,
1_80_1.75_150_16.csv,0.1605256876,0.005585198362437019,,,,,,2_100_0.75_150_10.csv,0.5802710001072131,0.022200028820833995,,,,,
1_80_1.75_150_18.csv,0.1605256876,0.005585198362437019,,,,,,2_100_0.75_200_8.csv,0.5802711201283429,0.0069608861191085974,,,,,
1_80_1.75_150_20.csv,0.1605256876,0.005585198362437019,,,,,,2_100_0.75_200_10.csv,0.5802711062337037,0.006960887501071614,,,,,
1_80_1.75_150_4.csv,0.1605256876,0.005585198362437019,,,,,,2_100_0.75_200_12.csv,0.5802711062337037,0.006960887501071614,,,,,
1_80_1.75_150_6.csv,0.1605256876,0.005585198362437019,,,,,,2_100_0.75_200_14.csv,0.5802711062337037,0.006960887501071614,,,,,
1_80_1.75_150_8.csv,0.1605256876,0.005585198362437019,,,,,,2_100_0.75_200_16.csv,0.5802711062337037,0.006960887501071614,,,,,
3_80_1.75_150_10.csv,0.1605256876,0.005585198362437019,,,,,,2_100_0.75_200_18.csv,0.5802711062337037,0.006960887501071614,,,,,
3_80_1.75_150_12.csv,0.1605256876,0.005585198362437019,,,,,,2_100_0.75_200_20.csv,0.5802711062337037,0.006960887501071614,,,,,
3_80_1.75_150_14.csv,0.1605256876,0.005585198362437019,,,,,,2_100_0.75_150_12.csv,0.5802710052535807,0.022200026766456705,,,,,
3_80_1.75_150_16.csv,0.1605256876,0.005585198362437019,,,,,,2_100_0.75_150_14.csv,0.5802710052535807,0.022200026766456705,,,,,
3_80_1.75_150_18.csv,0.1605256876,0.005585198362437019,,,,,,2_100_0.75_150_16.csv,0.5802710052535807,0.022200026766456705,,,,,
3_80_1.75_150_20.csv,0.1605256876,0.005585198362437019,,,,,,2_100_0.75_150_18.csv,0.5802710052535807,0.022200026766456705,,,,,
3_80_1.75_150_4.csv,0.1605256876,0.005585198362437019,,,,,,2_100_0.75_150_20.csv,0.5802710052535807,0.022200026766456705,,,,,
3_80_1.75_150_6.csv,0.1605256876,0.005585198362437019,,,,,,2_100_0.75_150_8.csv,0.5802711343255675,0.02220003326423418,,,,,
3_80_1.75_150_8.csv,0.1605256876,0.005585198362437019,,,,,,2_100_0.75_225_8.csv,0.5802709518100848,0.006960885668320956,,,,,
2_20_1_150_10.csv,0.15725612499999997,-0.028098615468104292,,,,,,2_100_0.75_225_10.csv,0.5802709792628877,0.006960883931761039,,,,,
2_20_1_150_12.csv,0.15725612499999997,-0.028098615468104292,,,,,,2_100_0.75_225_12.csv,0.5802709792628877,0.006960883931761039,,,,,
2_20_1_150_14.csv,0.15725612499999997,-0.028098615468104292,,,,,,2_100_0.75_225_14.csv,0.5802709792628877,0.006960883931761039,,,,,
2_20_1_150_16.csv,0.15725612499999997,-0.028098615468104292,,,,,,2_100_0.75_225_16.csv,0.5802709792628877,0.006960883931761039,,,,,
2_20_1_150_18.csv,0.15725612499999997,-0.028098615468104292,,,,,,2_100_0.75_225_18.csv,0.5802709792628877,0.006960883931761039,,,,,
2_20_1_150_20.csv,0.15725612499999997,-0.028098615468104292,,,,,,2_100_0.75_225_20.csv,0.5802709792628877,0.006960883931761039,,,,,
2_20_1_150_6.csv,0.15725612499999997,-0.028098615468104292,,,,,,2_100_0.75_125_6.csv,0.572002396825406,0.19389177600340574,,,,,
2_20_1_150_8.csv,0.15725612499999997,-0.028098615468104292,,,,,,2_100_0.75_100_6.csv,0.572002350575091,0.19389180720124177,,,,,
2_20_1_150_4.csv,0.1516559126,-0.01401261103095697,,,,,,2_100_0.75_75_6.csv,0.572002350575091,0.19389180720124177,,,,,
2_20_0.75_75_10.csv,0.15148452499999998,-0.021345285343643508,,,,,,2_100_0.75_150_6.csv,0.5720020947953971,0.10252000240265836,,,,,
2_20_0.75_75_12.csv,0.15148452499999998,-0.021345285343643508,,,,,,2_100_0.75_200_6.csv,0.5720021347740716,0.08177226253565185,,,,,
2_20_0.75_75_14.csv,0.15148452499999998,-0.021345285343643508,,,,,,2_100_0.75_175_6.csv,0.5720021823597161,0.081772237691699,,,,,
2_20_0.75_75_16.csv,0.15148452499999998,-0.021345285343643508,,,,,,2_100_0.75_225_6.csv,0.5720021227949664,0.08177228124379698,,,,,
2_20_0.75_75_18.csv,0.15148452499999998,-0.021345285343643508,,,,,,2_100_1.25_200_12.csv,0.5635823945609437,-0.01234410361533535,,,,,
2_20_0.75_75_20.csv,0.15148452499999998,-0.021345285343643508,,,,,,2_100_1.25_200_14.csv,0.5635823945609437,-0.0062129896098351185,,,,,
2_20_0.75_75_8.csv,0.15148452499999998,-0.021345285343643508,,,,,,2_100_1.25_150_12.csv,0.5635823676533468,0.0400001333355898,,,,,
1_120_1.75_150_10.csv,0.1474199126,-0.0011186175170317513,,,,,,2_100_1.25_150_14.csv,0.5635823676533468,0.04784143756217802,,,,,
1_120_1.75_150_12.csv,0.1474199126,-0.0011186175170317513,,,,,,2_100_1.25_225_12.csv,0.5635823949359742,-0.02025730127556459,,,,,
1_120_1.75_150_14.csv,0.1474199126,-0.0011186175170317513,,,,,,2_100_1.25_225_14.csv,0.5635823949359742,-0.014384731486020187,,,,,
1_120_1.75_150_16.csv,0.1474199126,-0.0011186175170317513,,,,,,2_100_1.25_175_12.csv,0.5635824271303023,0.024653769117577072,,,,,
1_120_1.75_150_18.csv,0.1474199126,-0.0011186175170317513,,,,,,2_100_1.25_175_14.csv,0.5635824271303023,0.03199368200598875,,,,,
1_120_1.75_150_20.csv,0.1474199126,-0.0011186175170317513,,,,,,2_100_1.25_125_12.csv,0.5635824392321631,0.04000012311000851,,,,,
1_120_1.75_150_4.csv,0.1474199126,-0.0011186175170317513,,,,,,2_100_1.25_125_14.csv,0.5635824392321631,0.0478414366611451,,,,,
1_120_1.75_150_6.csv,0.1474199126,-0.0011186175170317513,,,,,,2_100_1.25_100_12.csv,0.5635823576472627,0.04000013229495631,,,,,
1_120_1.75_150_8.csv,0.1474199126,-0.0011186175170317513,,,,,,2_100_1.25_100_14.csv,0.5635823576472627,0.04784143394636291,,,,,
3_120_1.75_150_10.csv,0.1474199126,-0.0011186175170317513,,,,,,2_100_1.25_50_12.csv,0.5635823576472627,0.04000013229495631,,,,,
3_120_1.75_150_12.csv,0.1474199126,-0.0011186175170317513,,,,,,2_100_1.25_50_14.csv,0.5635823576472627,0.04784143394636291,,,,,
3_120_1.75_150_14.csv,0.1474199126,-0.0011186175170317513,,,,,,2_100_1.25_75_12.csv,0.5635823576472627,0.04000013229495631,,,,,
3_120_1.75_150_16.csv,0.1474199126,-0.0011186175170317513,,,,,,2_100_1.25_75_14.csv,0.5635823576472627,0.04784143394636291,,,,,
3_120_1.75_150_18.csv,0.1474199126,-0.0011186175170317513,,,,,,2_100_1_225_12.csv,0.5276494165319641,0.0004621217889744649,,,,,
3_120_1.75_150_20.csv,0.1474199126,-0.0011186175170317513,,,,,,2_100_1_225_14.csv,0.5276494165319641,0.0004621217889744649,,,,,
3_120_1.75_150_4.csv,0.1474199126,-0.0011186175170317513,,,,,,2_100_1_225_16.csv,0.5276494165319641,0.0004621217889744649,,,,,
3_120_1.75_150_6.csv,0.1474199126,-0.0011186175170317513,,,,,,2_100_1_225_18.csv,0.5276494165319641,0.0004621217889744649,,,,,
3_120_1.75_150_8.csv,0.1474199126,-0.0011186175170317513,,,,,,2_100_1_225_20.csv,0.5276494165319641,0.0004621217889744649,,,,,
1_20_0.75_125_10.csv,0.146707325,-0.011154775804058943,,,,,,2_100_1_175_10.csv,0.5276493520062644,0.048938879747744884,,,,,
1_20_0.75_125_12.csv,0.146707325,-0.011154775804058943,,,,,,2_100_1_100_10.csv,0.5276493901268087,0.07472739182957294,,,,,
1_20_0.75_125_14.csv,0.146707325,-0.011154775804058943,,,,,,2_100_1_50_10.csv,0.5276493901268087,0.07472739182957294,,,,,
1_20_0.75_125_16.csv,0.146707325,-0.011154775804058943,,,,,,2_100_1_75_10.csv,0.5276493901268087,0.07472739182957294,,,,,
1_20_0.75_125_18.csv,0.146707325,-0.011154775804058943,,,,,,2_100_1_150_12.csv,0.5276493058114301,0.07472738812181043,,,,,
1_20_0.75_125_20.csv,0.146707325,-0.011154775804058943,,,,,,2_100_1_150_14.csv,0.5276493058114301,0.07472738812181043,,,,,
1_20_0.75_125_4.csv,0.146707325,-0.011154775804058943,,,,,,2_100_1_150_16.csv,0.5276493058114301,0.07472738812181043,,,,,
1_20_0.75_125_6.csv,0.146707325,-0.011154775804058943,,,,,,2_100_1_150_18.csv,0.5276493058114301,0.07472738812181043,,,,,
1_20_0.75_125_8.csv,0.146707325,-0.011154775804058943,,,,,,2_100_1_150_20.csv,0.5276493058114301,0.07472738812181043,,,,,
3_20_0.75_125_10.csv,0.146707325,-0.011154775804058943,,,,,,2_100_1_125_12.csv,0.527649219734618,0.07472737265172742,,,,,
3_20_0.75_125_12.csv,0.146707325,-0.011154775804058943,,,,,,2_100_1_125_14.csv,0.527649219734618,0.07472737265172742,,,,,
3_20_0.75_125_14.csv,0.146707325,-0.011154775804058943,,,,,,2_100_1_125_16.csv,0.527649219734618,0.07472737265172742,,,,,
3_20_0.75_125_16.csv,0.146707325,-0.011154775804058943,,,,,,2_100_1_125_18.csv,0.527649219734618,0.07472737265172742,,,,,
3_20_0.75_125_18.csv,0.146707325,-0.011154775804058943,,,,,,2_100_1_125_20.csv,0.527649219734618,0.07472737265172742,,,,,
3_20_0.75_125_20.csv,0.146707325,-0.011154775804058943,,,,,,2_100_1_175_12.csv,0.5276493570499525,0.04893886918375691,,,,,
3_20_0.75_125_4.csv,0.146707325,-0.011154775804058943,,,,,,2_100_1_175_14.csv,0.5276493570499525,0.04893886918375691,,,,,
3_20_0.75_125_6.csv,0.146707325,-0.011154775804058943,,,,,,2_100_1_175_16.csv,0.5276493570499525,0.04893886918375691,,,,,
3_20_0.75_125_8.csv,0.146707325,-0.011154775804058943,,,,,,2_100_1_175_18.csv,0.5276493570499525,0.04893886918375691,,,,,
2_20_1.25_125_4.csv,0.139828025,-0.0052459695753462356,,,,,,2_100_1_175_20.csv,0.5276493570499525,0.04893886918375691,,,,,
1_20_0.75_100_10.csv,0.13663588759999998,-0.017828981463591284,,,,,,2_100_1_200_12.csv,0.5276493198989575,0.00046212332303978345,,,,,
1_20_0.75_100_12.csv,0.13663588759999998,-0.017828981463591284,,,,,,2_100_1_200_14.csv,0.5276493198989575,0.00046212332303978345,,,,,
1_20_0.75_100_14.csv,0.13663588759999998,-0.017828981463591284,,,,,,2_100_1_200_16.csv,0.5276493198989575,0.00046212332303978345,,,,,
1_20_0.75_100_16.csv,0.13663588759999998,-0.017828981463591284,,,,,,2_100_1_200_18.csv,0.5276493198989575,0.00046212332303978345,,,,,
1_20_0.75_100_18.csv,0.13663588759999998,-0.017828981463591284,,,,,,2_100_1_200_20.csv,0.5276493198989575,0.00046212332303978345,,,,,
1_20_0.75_100_20.csv,0.13663588759999998,-0.017828981463591284,,,,,,2_100_1_225_10.csv,0.5276492365013988,0.0004621249924682835,,,,,
1_20_0.75_100_4.csv,0.13663588759999998,-0.017828981463591284,,,,,,2_100_1_125_10.csv,0.5276491667491803,0.07472740229251504,,,,,
1_20_0.75_100_6.csv,0.13663588759999998,-0.017828981463591284,,,,,,2_100_1_100_12.csv,0.5276492661951181,0.07472739405880886,,,,,
1_20_0.75_100_8.csv,0.13663588759999998,-0.017828981463591284,,,,,,2_100_1_100_14.csv,0.5276492661951181,0.07472739405880886,,,,,
3_20_0.75_100_10.csv,0.13663588759999998,-0.017828981463591284,,,,,,2_100_1_100_16.csv,0.5276492661951181,0.07472739405880886,,,,,
3_20_0.75_100_12.csv,0.13663588759999998,-0.017828981463591284,,,,,,2_100_1_100_18.csv,0.5276492661951181,0.07472739405880886,,,,,
3_20_0.75_100_14.csv,0.13663588759999998,-0.017828981463591284,,,,,,2_100_1_100_20.csv,0.5276492661951181,0.07472739405880886,,,,,
3_20_0.75_100_16.csv,0.13663588759999998,-0.017828981463591284,,,,,,2_100_1_50_12.csv,0.5276492661951181,0.07472739405880886,,,,,
3_20_0.75_100_18.csv,0.13663588759999998,-0.017828981463591284,,,,,,2_100_1_50_14.csv,0.5276492661951181,0.07472739405880886,,,,,
3_20_0.75_100_20.csv,0.13663588759999998,-0.017828981463591284,,,,,,2_100_1_50_16.csv,0.5276492661951181,0.07472739405880886,,,,,
3_20_0.75_100_4.csv,0.13663588759999998,-0.017828981463591284,,,,,,2_100_1_50_18.csv,0.5276492661951181,0.07472739405880886,,,,,
3_20_0.75_100_6.csv,0.13663588759999998,-0.017828981463591284,,,,,,2_100_1_50_20.csv,0.5276492661951181,0.07472739405880886,,,,,
3_20_0.75_100_8.csv,0.13663588759999998,-0.017828981463591284,,,,,,2_100_1_75_12.csv,0.5276492661951181,0.07472739405880886,,,,,
1_40_0.75_150_10.csv,0.13628358759999998,0.015852282646457647,,,,,,2_100_1_75_14.csv,0.5276492661951181,0.07472739405880886,,,,,
1_40_0.75_150_12.csv,0.13628358759999998,0.015852282646457647,,,,,,2_100_1_75_16.csv,0.5276492661951181,0.07472739405880886,,,,,
1_40_0.75_150_14.csv,0.13628358759999998,0.015852282646457647,,,,,,2_100_1_75_18.csv,0.5276492661951181,0.07472739405880886,,,,,
1_40_0.75_150_16.csv,0.13628358759999998,0.015852282646457647,,,,,,2_100_1_75_20.csv,0.5276492661951181,0.07472739405880886,,,,,
1_40_0.75_150_18.csv,0.13628358759999998,0.015852282646457647,,,,,,2_100_1_200_10.csv,0.5276491999106552,0.0004621266296482853,,,,,
1_40_0.75_150_20.csv,0.13628358759999998,0.015852282646457647,,,,,,2_100_1_150_10.csv,0.5276492556951166,0.07472738647637683,,,,,
1_40_0.75_150_4.csv,0.13628358759999998,0.015852282646457647,,,,,,2_100_1_150_8.csv,0.5257770242349653,0.07472740306403838,,,,,
1_40_0.75_150_6.csv,0.13628358759999998,0.015852282646457647,,,,,,2_100_1_200_8.csv,0.5257768882706129,0.0004621233506260832,,,,,
1_40_0.75_150_8.csv,0.13628358759999998,0.015852282646457647,,,,,,2_100_1_175_8.csv,0.5257768348841142,0.048938875193695996,,,,,
3_40_0.75_150_10.csv,0.13628358759999998,0.015852282646457647,,,,,,2_100_1_225_8.csv,0.5257767697688461,0.00046212698115270974,,,,,
3_40_0.75_150_12.csv,0.13628358759999998,0.015852282646457647,,,,,,2_100_1_125_8.csv,0.5257767927555037,0.0747273999262889,,,,,
3_40_0.75_150_14.csv,0.13628358759999998,0.015852282646457647,,,,,,2_100_1_100_8.csv,0.5257765920698899,0.07472738928113819,,,,,
3_40_0.75_150_16.csv,0.13628358759999998,0.015852282646457647,,,,,,2_100_1_50_8.csv,0.5257765920698899,0.07472738928113819,,,,,
3_40_0.75_150_18.csv,0.13628358759999998,0.015852282646457647,,,,,,2_100_1_75_8.csv,0.5257765920698899,0.07472738928113819,,,,,
3_40_0.75_150_20.csv,0.13628358759999998,0.015852282646457647,,,,,,2_100_1.25_225_10.csv,0.5199898352095373,-0.0124907695120317,,,,,
3_40_0.75_150_4.csv,0.13628358759999998,0.015852282646457647,,,,,,2_100_1.25_175_10.csv,0.5199898787269355,0.03436088583666687,,,,,
3_40_0.75_150_6.csv,0.13628358759999998,0.015852282646457647,,,,,,2_100_1.25_125_10.csv,0.5199898037254977,0.05037033675833386,,,,,
3_40_0.75_150_8.csv,0.13628358759999998,0.015852282646457647,,,,,,2_100_1.25_150_10.csv,0.5199897079285412,0.05037034091065668,,,,,
2_20_1_125_10.csv,0.13610207500000002,-0.02809862152740355,,,,,,2_100_1.25_200_10.csv,0.5199896417386687,-0.004235647923049129,,,,,
2_20_1_125_12.csv,0.13610207500000002,-0.02809862152740355,,,,,,2_100_1.25_100_10.csv,0.5199895659726927,0.05037033333550159,,,,,
2_20_1_125_14.csv,0.13610207500000002,-0.02809862152740355,,,,,,2_100_1.25_50_10.csv,0.5199895659726927,0.05037033333550159,,,,,
2_20_1_125_16.csv,0.13610207500000002,-0.02809862152740355,,,,,,2_100_1.25_75_10.csv,0.5199895659726927,0.05037033333550159,,,,,
2_20_1_125_18.csv,0.13610207500000002,-0.02809862152740355,,,,,,2_100_1.25_200_8.csv,0.5084279601997725,-0.009835947809530642,,,,,
2_20_1_125_20.csv,0.13610207500000002,-0.02809862152740355,,,,,,2_100_1.25_125_8.csv,0.5084277171578147,0.043207893833291156,,,,,
2_20_1_125_6.csv,0.13610207500000002,-0.02809862152740355,,,,,,2_100_1.25_100_8.csv,0.5084277214520814,0.04320790552569085,,,,,
2_20_1_125_8.csv,0.13610207500000002,-0.02809862152740355,,,,,,2_100_1.25_50_8.csv,0.5084277214520814,0.04320790552569085,,,,,
1_20_0.75_200_10.csv,0.1347706876,-0.014997213632989533,,,,,,2_100_1.25_75_8.csv,0.5084277214520814,0.04320790552569085,,,,,
1_20_0.75_200_12.csv,0.1347706876,-0.014997213632989533,,,,,,2_100_1.25_175_8.csv,0.5084276693399987,0.02765642771426433,,,,,
1_20_0.75_200_14.csv,0.1347706876,-0.014997213632989533,,,,,,2_100_1.25_225_8.csv,0.5084276764277473,-0.01785491721388955,,,,,
1_20_0.75_200_16.csv,0.1347706876,-0.014997213632989533,,,,,,2_100_1.25_150_8.csv,0.5084275651186034,0.04320788308048114,,,,,
1_20_0.75_200_18.csv,0.1347706876,-0.014997213632989533,,,,,,2_80_0.75_50_4.csv,0.5061947155589939,0.0801057443451393,,,,,
1_20_0.75_200_20.csv,0.1347706876,-0.014997213632989533,,,,,,2_80_0.75_75_4.csv,0.5061947155589939,0.0801057443451393,,,,,
1_20_0.75_200_4.csv,0.1347706876,-0.014997213632989533,,,,,,2_100_0.75_50_8.csv,0.5049722421230669,0.08931233711088327,,,,,
1_20_0.75_200_6.csv,0.1347706876,-0.014997213632989533,,,,,,2_100_0.75_50_6.csv,0.5049722850221547,0.1938917863996239,,,,,
1_20_0.75_200_8.csv,0.1347706876,-0.014997213632989533,,,,,,2_100_0.75_50_4.csv,0.5000740463003925,0.11940378171234807,,,,,
3_20_0.75_200_10.csv,0.1347706876,-0.014997213632989533,,,,,,2_80_1_100_6.csv,0.49837369847236174,0.041425486251956495,,,,,
3_20_0.75_200_12.csv,0.1347706876,-0.014997213632989533,,,,,,2_80_1_50_6.csv,0.49837369847236174,0.041425486251956495,,,,,
3_20_0.75_200_14.csv,0.1347706876,-0.014997213632989533,,,,,,2_80_1_75_6.csv,0.49837369847236174,0.041425486251956495,,,,,
3_20_0.75_200_16.csv,0.1347706876,-0.014997213632989533,,,,,,2_80_0.75_50_6.csv,0.4978572447461289,0.038095987122866284,,,,,
