Para1,InSample1_RateOfReturn,OutSample1_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample1_AvgTrade,OutSample1_AvgTrade,Score_1,Pass1,Para2,Pass2,Para3,Pass3,Para4,InSample4_RateOfReturn,OutSample4_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample4_AvgTrade,OutSample4_AvgTrade,Score_4,Pass4,Para5,InSample5_RateOfReturn,OutSample5_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample5_AvgTrade,OutSample5_AvgTrade,Score_5,Pass5
2_20_0.75_125_18.csv,0.88109675,-0.06935378895317319,29.0,38.0,0.030382646551724138,-0.0018250997092940314,-0.06007046509878389,No,,,,,2_100_0.75_75_8.csv,2.9013560258055984,0.4465617414032068,7,9,0.41447943225794265,0.04961797126702298,0.11971154032112326,No,2_60_1.25_125_6.csv,0.5016004373495568,-0.18326505108504262,18.0,19.0,0.02786669096386427,-0.009645529004475928,-0.34613112181075356,No
2_20_0.75_125_20.csv,0.88109675,-0.06935378895317319,29.0,38.0,0.030382646551724138,-0.0018250997092940314,-0.06007046509878389,No,,,,,2_100_0.75_100_10.csv,2.9013567079829037,0.4465614957756128,7,9,0.4144795297118434,0.04961794397506809,0.1197114463277927,No,2_80_0.75_125_4.csv,0.5003953529969262,-0.008023024647523013,16.0,15.0,0.031274709562307886,-0.0005348683098348675,-0.017102263052811463,No
2_20_0.75_125_4.csv,0.88109675,0.006905612377460117,29.0,38.0,0.030382646551724138,0.00018172664151210836,0.005981264377437713,No,,,,,2_100_0.75_50_10.csv,2.9013567079829037,0.4465614957756128,7,9,0.4144795297118434,0.04961794397506809,0.1197114463277927,No,,,,,,,,,
2_20_0.75_125_6.csv,0.88109675,-0.06935378895317319,29.0,38.0,0.030382646551724138,-0.0018250997092940314,-0.06007046509878389,No,,,,,2_100_0.75_75_10.csv,2.9013567079829037,0.4465614957756128,7,9,0.4144795297118434,0.04961794397506809,0.1197114463277927,No,,,,,,,,,
2_20_0.75_125_8.csv,0.88109675,-0.06935378895317319,29.0,38.0,0.030382646551724138,-0.0018250997092940314,-0.06007046509878389,No,,,,,2_100_0.75_175_10.csv,2.9013560103205487,0.03480439986491085,7,8,0.4144794300457927,0.004350549983113856,0.010496419527099806,No,,,,,,,,,
1_100_1.75_150_10.csv,0.82759225,-0.034627082162336814,24.0,26.0,0.03448301041666667,-0.0013318108523975697,-0.03862223269676785,No,,,,,2_100_0.75_175_12.csv,2.9013560103205487,0.03480439986491085,7,8,0.4144794300457927,0.004350549983113856,0.010496419527099806,No,,,,,,,,,
1_100_1.75_150_12.csv,0.82759225,-0.034627082162336814,24.0,26.0,0.03448301041666667,-0.0013318108523975697,-0.03862223269676785,No,,,,,2_100_0.75_175_14.csv,2.9013560103205487,0.03480439986491085,7,8,0.4144794300457927,0.004350549983113856,0.010496419527099806,No,,,,,,,,,
1_100_1.75_150_14.csv,0.82759225,-0.034627082162336814,24.0,26.0,0.03448301041666667,-0.0013318108523975697,-0.03862223269676785,No,,,,,2_100_0.75_175_16.csv,2.9013560103205487,0.03480439986491085,7,8,0.4144794300457927,0.004350549983113856,0.010496419527099806,No,,,,,,,,,
1_100_1.75_150_16.csv,0.82759225,-0.034627082162336814,24.0,26.0,0.03448301041666667,-0.0013318108523975697,-0.03862223269676785,No,,,,,2_100_0.75_175_18.csv,2.9013560103205487,0.03480439986491085,7,8,0.4144794300457927,0.004350549983113856,0.010496419527099806,No,,,,,,,,,
1_100_1.75_150_18.csv,0.82759225,-0.034627082162336814,24.0,26.0,0.03448301041666667,-0.0013318108523975697,-0.03862223269676785,No,,,,,2_100_0.75_175_20.csv,2.9013560103205487,0.03480439986491085,7,8,0.4144794300457927,0.004350549983113856,0.010496419527099806,No,,,,,,,,,
1_100_1.75_150_20.csv,0.82759225,-0.034627082162336814,24.0,26.0,0.03448301041666667,-0.0013318108523975697,-0.03862223269676785,No,,,,,2_100_0.75_100_12.csv,2.901355891107425,0.44656164512845087,7,9,0.4144794130153464,0.049617960569827875,0.1197115200700951,No,,,,,,,,,
1_100_1.75_150_4.csv,0.82759225,-0.034627082162336814,24.0,26.0,0.03448301041666667,-0.0013318108523975697,-0.03862223269676785,No,,,,,2_100_0.75_100_14.csv,2.901355891107425,0.44656164512845087,7,9,0.4144794130153464,0.049617960569827875,0.1197115200700951,No,,,,,,,,,
1_100_1.75_150_6.csv,0.82759225,-0.034627082162336814,24.0,26.0,0.03448301041666667,-0.0013318108523975697,-0.03862223269676785,No,,,,,2_100_0.75_100_16.csv,2.901355891107425,0.44656164512845087,7,9,0.4144794130153464,0.049617960569827875,0.1197115200700951,No,,,,,,,,,
1_100_1.75_150_8.csv,0.82759225,-0.034627082162336814,24.0,26.0,0.03448301041666667,-0.0013318108523975697,-0.03862223269676785,No,,,,,2_100_0.75_100_18.csv,2.901355891107425,0.44656164512845087,7,9,0.4144794130153464,0.049617960569827875,0.1197115200700951,No,,,,,,,,,
3_100_1.75_150_10.csv,0.82759225,-0.034627082162336814,24.0,26.0,0.03448301041666667,-0.0013318108523975697,-0.03862223269676785,No,,,,,2_100_0.75_100_20.csv,2.901355891107425,0.44656164512845087,7,9,0.4144794130153464,0.049617960569827875,0.1197115200700951,No,,,,,,,,,
3_100_1.75_150_12.csv,0.82759225,-0.034627082162336814,24.0,26.0,0.03448301041666667,-0.0013318108523975697,-0.03862223269676785,No,,,,,2_100_0.75_50_12.csv,2.901355891107425,0.44656164512845087,7,9,0.4144794130153464,0.049617960569827875,0.1197115200700951,No,,,,,,,,,
3_100_1.75_150_14.csv,0.82759225,-0.034627082162336814,24.0,26.0,0.03448301041666667,-0.0013318108523975697,-0.03862223269676785,No,,,,,2_100_0.75_50_14.csv,2.901355891107425,0.44656164512845087,7,9,0.4144794130153464,0.049617960569827875,0.1197115200700951,No,,,,,,,,,
3_100_1.75_150_16.csv,0.82759225,-0.034627082162336814,24.0,26.0,0.03448301041666667,-0.0013318108523975697,-0.03862223269676785,No,,,,,2_100_0.75_50_16.csv,2.901355891107425,0.44656164512845087,7,9,0.4144794130153464,0.049617960569827875,0.1197115200700951,No,,,,,,,,,
3_100_1.75_150_18.csv,0.82759225,-0.034627082162336814,24.0,26.0,0.03448301041666667,-0.0013318108523975697,-0.03862223269676785,No,,,,,2_100_0.75_50_18.csv,2.901355891107425,0.44656164512845087,7,9,0.4144794130153464,0.049617960569827875,0.1197115200700951,No,,,,,,,,,
3_100_1.75_150_20.csv,0.82759225,-0.034627082162336814,24.0,26.0,0.03448301041666667,-0.0013318108523975697,-0.03862223269676785,No,,,,,2_100_0.75_50_20.csv,2.901355891107425,0.44656164512845087,7,9,0.4144794130153464,0.049617960569827875,0.1197115200700951,No,,,,,,,,,
3_100_1.75_150_4.csv,0.82759225,-0.034627082162336814,24.0,26.0,0.03448301041666667,-0.0013318108523975697,-0.03862223269676785,No,,,,,2_100_0.75_75_12.csv,2.901355891107425,0.44656164512845087,7,9,0.4144794130153464,0.049617960569827875,0.1197115200700951,No,,,,,,,,,
3_100_1.75_150_6.csv,0.82759225,-0.034627082162336814,24.0,26.0,0.03448301041666667,-0.0013318108523975697,-0.03862223269676785,No,,,,,2_100_0.75_75_14.csv,2.901355891107425,0.44656164512845087,7,9,0.4144794130153464,0.049617960569827875,0.1197115200700951,No,,,,,,,,,
3_100_1.75_150_8.csv,0.82759225,-0.034627082162336814,24.0,26.0,0.03448301041666667,-0.0013318108523975697,-0.03862223269676785,No,,,,,2_100_0.75_75_16.csv,2.901355891107425,0.44656164512845087,7,9,0.4144794130153464,0.049617960569827875,0.1197115200700951,No,,,,,,,,,
1_80_1.75_150_10.csv,0.8026284379999999,0.027925991812185094,27.0,31.0,0.029726979185185184,0.0009008384455543579,0.030303733182660622,No,,,,,2_100_0.75_75_18.csv,2.901355891107425,0.44656164512845087,7,9,0.4144794130153464,0.049617960569827875,0.1197115200700951,No,,,,,,,,,
1_80_1.75_150_12.csv,0.8026284379999999,0.027925991812185094,27.0,31.0,0.029726979185185184,0.0009008384455543579,0.030303733182660622,No,,,,,2_100_0.75_75_20.csv,2.901355891107425,0.44656164512845087,7,9,0.4144794130153464,0.049617960569827875,0.1197115200700951,No,,,,,,,,,
1_80_1.75_150_14.csv,0.8026284379999999,0.027925991812185094,27.0,31.0,0.029726979185185184,0.0009008384455543579,0.030303733182660622,No,,,,,2_100_0.75_175_8.csv,2.90135588310149,0.03480442443100993,7,8,0.4144794118716414,0.004350553053876241,0.010496427396069428,No,,,,,,,,,
1_80_1.75_150_16.csv,0.8026284379999999,0.027925991812185094,27.0,31.0,0.029726979185185184,0.0009008384455543579,0.030303733182660622,No,,,,,2_100_0.75_150_10.csv,2.901355000536065,0.11100014410416997,7,9,0.41447928579086646,0.012333349344907775,0.029756250234253694,No,,,,,,,,,
1_80_1.75_150_18.csv,0.8026284379999999,0.027925991812185094,27.0,31.0,0.029726979185185184,0.0009008384455543579,0.030303733182660622,No,,,,,2_100_0.75_200_8.csv,2.9013556006417147,0.03480443059554299,7,8,0.41447937152024494,0.004350553824442873,0.01049643027706235,No,,,,,,,,,
1_80_1.75_150_20.csv,0.8026284379999999,0.027925991812185094,27.0,31.0,0.029726979185185184,0.0009008384455543579,0.030303733182660622,No,,,,,2_100_0.75_200_10.csv,2.9013555311685186,0.03480443750535807,7,8,0.41447936159550264,0.0043505546881697586,0.010496432612284175,No,,,,,,,,,
1_80_1.75_150_4.csv,0.8026284379999999,0.027925991812185094,27.0,31.0,0.029726979185185184,0.0009008384455543579,0.030303733182660622,No,,,,,2_100_0.75_200_12.csv,2.9013555311685186,0.03480443750535807,7,8,0.41447936159550264,0.0043505546881697586,0.010496432612284175,No,,,,,,,,,
1_80_1.75_150_6.csv,0.8026284379999999,0.027925991812185094,27.0,31.0,0.029726979185185184,0.0009008384455543579,0.030303733182660622,No,,,,,2_100_0.75_200_14.csv,2.9013555311685186,0.03480443750535807,7,8,0.41447936159550264,0.0043505546881697586,0.010496432612284175,No,,,,,,,,,
1_80_1.75_150_8.csv,0.8026284379999999,0.027925991812185094,27.0,31.0,0.029726979185185184,0.0009008384455543579,0.030303733182660622,No,,,,,2_100_0.75_200_16.csv,2.9013555311685186,0.03480443750535807,7,8,0.41447936159550264,0.0043505546881697586,0.010496432612284175,No,,,,,,,,,
3_80_1.75_150_10.csv,0.8026284379999999,0.027925991812185094,27.0,31.0,0.029726979185185184,0.0009008384455543579,0.030303733182660622,No,,,,,2_100_0.75_200_18.csv,2.9013555311685186,0.03480443750535807,7,8,0.41447936159550264,0.0043505546881697586,0.010496432612284175,No,,,,,,,,,
3_80_1.75_150_12.csv,0.8026284379999999,0.027925991812185094,27.0,31.0,0.029726979185185184,0.0009008384455543579,0.030303733182660622,No,,,,,2_100_0.75_200_20.csv,2.9013555311685186,0.03480443750535807,7,8,0.41447936159550264,0.0043505546881697586,0.010496432612284175,No,,,,,,,,,
3_80_1.75_150_14.csv,0.8026284379999999,0.027925991812185094,27.0,31.0,0.029726979185185184,0.0009008384455543579,0.030303733182660622,No,,,,,2_100_0.75_150_12.csv,2.9013550262679035,0.11100013383228353,7,9,0.41447928946684337,0.01233334820358706,0.029756247216722938,No,,,,,,,,,
3_80_1.75_150_16.csv,0.8026284379999999,0.027925991812185094,27.0,31.0,0.029726979185185184,0.0009008384455543579,0.030303733182660622,No,,,,,2_100_0.75_150_14.csv,2.9013550262679035,0.11100013383228353,7,9,0.41447928946684337,0.01233334820358706,0.029756247216722938,No,,,,,,,,,
3_80_1.75_150_18.csv,0.8026284379999999,0.027925991812185094,27.0,31.0,0.029726979185185184,0.0009008384455543579,0.030303733182660622,No,,,,,2_100_0.75_150_16.csv,2.9013550262679035,0.11100013383228353,7,9,0.41447928946684337,0.01233334820358706,0.029756247216722938,No,,,,,,,,,
3_80_1.75_150_20.csv,0.8026284379999999,0.027925991812185094,27.0,31.0,0.029726979185185184,0.0009008384455543579,0.030303733182660622,No,,,,,2_100_0.75_150_18.csv,2.9013550262679035,0.11100013383228353,7,9,0.41447928946684337,0.01233334820358706,0.029756247216722938,No,,,,,,,,,
3_80_1.75_150_4.csv,0.8026284379999999,0.027925991812185094,27.0,31.0,0.029726979185185184,0.0009008384455543579,0.030303733182660622,No,,,,,2_100_0.75_150_20.csv,2.9013550262679035,0.11100013383228353,7,9,0.41447928946684337,0.01233334820358706,0.029756247216722938,No,,,,,,,,,
3_80_1.75_150_6.csv,0.8026284379999999,0.027925991812185094,27.0,31.0,0.029726979185185184,0.0009008384455543579,0.030303733182660622,No,,,,,2_100_0.75_150_8.csv,2.9013556716278375,0.1110001663211709,7,9,0.41447938166111964,0.012333351813463435,0.029756249307347316,No,,,,,,,,,
3_80_1.75_150_8.csv,0.8026284379999999,0.027925991812185094,27.0,31.0,0.029726979185185184,0.0009008384455543579,0.030303733182660622,No,,,,,2_100_0.75_225_8.csv,2.9013547590504243,0.03480442834160478,7,8,0.41447925129291774,0.004350553542700597,0.01049643264199492,No,,,,,,,,,
2_20_1_150_10.csv,0.786280625,-0.14049307734052147,25.0,37.0,0.031451225,-0.003797110198392472,-0.12073012095371395,No,,,,,2_100_0.75_225_10.csv,2.901354896314439,0.034804419658805194,7,8,0.4144792709020627,0.004350552457350649,0.010496429526818583,No,,,,,,,,,
2_20_1_150_12.csv,0.786280625,-0.14049307734052147,25.0,37.0,0.031451225,-0.003797110198392472,-0.12073012095371395,No,,,,,2_100_0.75_225_12.csv,2.901354896314439,0.034804419658805194,7,8,0.4144792709020627,0.004350552457350649,0.010496429526818583,No,,,,,,,,,
2_20_1_150_14.csv,0.786280625,-0.14049307734052147,25.0,37.0,0.031451225,-0.003797110198392472,-0.12073012095371395,No,,,,,2_100_0.75_225_14.csv,2.901354896314439,0.034804419658805194,7,8,0.4144792709020627,0.004350552457350649,0.010496429526818583,No,,,,,,,,,
2_20_1_150_16.csv,0.786280625,-0.14049307734052147,25.0,37.0,0.031451225,-0.003797110198392472,-0.12073012095371395,No,,,,,2_100_0.75_225_16.csv,2.901354896314439,0.034804419658805194,7,8,0.4144792709020627,0.004350552457350649,0.010496429526818583,No,,,,,,,,,
2_20_1_150_18.csv,0.786280625,-0.14049307734052147,25.0,37.0,0.031451225,-0.003797110198392472,-0.12073012095371395,No,,,,,2_100_0.75_225_18.csv,2.901354896314439,0.034804419658805194,7,8,0.4144792709020627,0.004350552457350649,0.010496429526818583,No,,,,,,,,,
2_20_1_150_20.csv,0.786280625,-0.14049307734052147,25.0,37.0,0.031451225,-0.003797110198392472,-0.12073012095371395,No,,,,,2_100_0.75_225_20.csv,2.901354896314439,0.034804419658805194,7,8,0.4144792709020627,0.004350552457350649,0.010496429526818583,No,,,,,,,,,
2_20_1_150_6.csv,0.786280625,-0.14049307734052147,25.0,37.0,0.031451225,-0.003797110198392472,-0.12073012095371395,No,,,,,2_100_0.75_125_6.csv,2.86001198412703,0.9694588800170286,7,11,0.4085731405895757,0.08813262545609352,0.21570831927159267,No,,,,,,,,,
2_20_1_150_8.csv,0.786280625,-0.14049307734052147,25.0,37.0,0.031451225,-0.003797110198392472,-0.12073012095371395,No,,,,,2_100_0.75_100_6.csv,2.8600117528754545,0.9694590360062089,7,11,0.40857310755363635,0.08813263963692808,0.21570837142128418,No,,,,,,,,,
2_20_1_150_4.csv,0.758279563,-0.07006305515478485,28.0,37.0,0.027081412964285713,-0.0018935960852644554,-0.06992235182712521,No,,,,,2_100_0.75_75_6.csv,2.8600117528754545,0.9694590360062089,7,11,0.40857310755363635,0.08813263963692808,0.21570837142128418,No,,,,,,,,,
2_20_0.75_75_10.csv,0.757422625,-0.10672642671821754,30.0,36.0,0.025247420833333332,-0.0029646229643949316,-0.11742280464865695,No,,,,,2_100_0.75_150_6.csv,2.8600104739769856,0.5126000120132919,7,11,0.4085729248538551,0.04660000109211744,0.11405552903141115,No,,,,,,,,,
2_20_0.75_75_12.csv,0.757422625,-0.10672642671821754,30.0,36.0,0.025247420833333332,-0.0029646229643949316,-0.11742280464865695,No,,,,,2_100_0.75_200_6.csv,2.860010673870358,0.4088613126782593,7,10,0.4085729534100512,0.040886131267825934,0.10007057717986505,No,,,,,,,,,
2_20_0.75_75_14.csv,0.757422625,-0.10672642671821754,30.0,36.0,0.025247420833333332,-0.0029646229643949316,-0.11742280464865695,No,,,,,2_100_0.75_175_6.csv,2.86001091179858,0.408861188458495,7,10,0.40857298739979714,0.0408861188458495,0.10007053845153396,No,,,,,,,,,
2_20_0.75_75_16.csv,0.757422625,-0.10672642671821754,30.0,36.0,0.025247420833333332,-0.0029646229643949316,-0.11742280464865695,No,,,,,2_100_0.75_225_6.csv,2.8600106139748322,0.4088614062189849,7,10,0.40857294485354745,0.04088614062189849,0.10007060217008272,No,,,,,,,,,
2_20_0.75_75_18.csv,0.757422625,-0.10672642671821754,30.0,36.0,0.025247420833333332,-0.0029646229643949316,-0.11742280464865695,No,,,,,2_100_1.25_200_12.csv,2.8179119728047186,-0.06172051807667675,7,9,0.40255885325781693,-0.006857835341852973,-0.017035609293781707,No,,,,,,,,,
2_20_0.75_75_20.csv,0.757422625,-0.10672642671821754,30.0,36.0,0.025247420833333332,-0.0029646229643949316,-0.11742280464865695,No,,,,,2_100_1.25_200_14.csv,2.8179119728047186,-0.031064948049175593,7,8,0.40255885325781693,-0.003883118506146949,-0.009646088950029932,No,,,,,,,,,
