Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Window1_GrossProfit,Window1_GrossLoss,Score_1,Pass1,Para2,Pass2,Para3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Window4_GrossProfit,Window4_GrossLoss,Score_4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Window5_GrossProfit,Window5_GrossLoss,Score_5,Pass5
,,,,,,,,,,,2_60_1_150_12.csv,0.22368995414105405,0.03954161957154344,8914675.17,-8104741.295,1.0999333409321363,No,,,,,,,
,,,,,,,,,,,2_60_1_150_14.csv,0.22368995414105405,0.03954161957154344,8914675.17,-8104741.295,1.0999333409321363,No,,,,,,,
,,,,,,,,,,,2_60_1_150_16.csv,0.22368995414105405,0.03954161957154344,8914675.17,-8104741.295,1.0999333409321363,No,,,,,,,
,,,,,,,,,,,2_60_1_150_18.csv,0.22368995414105405,0.03954161957154344,8914675.17,-8104741.295,1.0999333409321363,No,,,,,,,
,,,,,,,,,,,2_60_1_150_20.csv,0.22368995414105405,0.03954161957154344,8914675.17,-8104741.295,1.0999333409321363,No,,,,,,,
,,,,,,,,,,,2_60_1_175_8.csv,0.22368992095305373,0.0242245741099483,7989506.791,-7315885.9,1.092076462127437,No,,,,,,,
,,,,,,,,,,,2_60_1_175_10.csv,0.22368990671022795,0.024224575169178045,7775040.922,-7119502.342999999,1.0920764608841707,No,,,,,,,
,,,,,,,,,,,2_60_1_175_12.csv,0.22368990671022795,0.024224575169178045,7775040.922,-7119502.342999999,1.0920764608841707,No,,,,,,,
,,,,,,,,,,,2_60_1_175_14.csv,0.22368990671022795,0.024224575169178045,7775040.922,-7119502.342999999,1.0920764608841707,No,,,,,,,
,,,,,,,,,,,2_60_1_175_16.csv,0.22368990671022795,0.024224575169178045,7775040.922,-7119502.342999999,1.0920764608841707,No,,,,,,,
,,,,,,,,,,,2_60_1_175_18.csv,0.22368990671022795,0.024224575169178045,7775040.922,-7119502.342999999,1.0920764608841707,No,,,,,,,
,,,,,,,,,,,2_60_1_175_20.csv,0.22368990671022795,0.024224575169178045,7775040.922,-7119502.342999999,1.0920764608841707,No,,,,,,,
,,,,,,,,,,,2_60_1_200_6.csv,0.23443815859267297,0.030303931543992572,7365167.666,-6664227.915,1.1051794386296887,No,,,,,,,
,,,,,,,,,,,2_60_2_50_16.csv,0.23339187842992487,-0.01804340833383858,7868334.038,-7342809.163,1.0715700031601108,No,,,,,,,
,,,,,,,,,,,2_60_2_50_18.csv,0.23339187842992487,-0.01804340833383858,7868334.038,-7342809.163,1.0715700031601108,No,,,,,,,
,,,,,,,,,,,2_60_2_50_20.csv,0.23339187842992487,-0.01804340833383858,7868334.038,-7342809.163,1.0715700031601108,No,,,,,,,
,,,,,,,,,,,2_60_2_75_16.csv,0.23339187842992487,-0.01804340833383858,7868334.038,-7342809.163,1.0715700031601108,No,,,,,,,
,,,,,,,,,,,2_60_2_75_18.csv,0.23339187842992487,-0.01804340833383858,7868334.038,-7342809.163,1.0715700031601108,No,,,,,,,
,,,,,,,,,,,2_60_2_75_20.csv,0.23339187842992487,-0.01804340833383858,7868334.038,-7342809.163,1.0715700031601108,No,,,,,,,
,,,,,,,,,,,2_60_2_50_14.csv,0.23339185575632337,-0.01804340387839302,8875162.208999999,-8282391.443,1.0715700012586327,No,,,,,,,
