Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Window1_GrossProfit,Window1_GrossLoss,Score_1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Window2_GrossProfit,Window2_GrossLoss,Score_2,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Window3_GrossProfit,Window3_GrossLoss,Score_3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Window4_GrossProfit,Window4_GrossLoss,Score_4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Window5_GrossProfit,Window5_GrossLoss,Score_5,Pass5
2_20_2_50_4.csv,0.33161,0.3011823705347906,18663899.768,-13003060.768,1.43534665422245,No,2_40_1.5_50_6.csv,0.53964977552006,-0.04056253933679336,32427161.746999998,-29935665.871999998,1.0832283432629568,No,2_80_1.25_125_4.csv,0.31277258813996145,0.4427200561772993,65604646.75,-49171097.25,1.334211567751826,No,2_80_1.5_225_6.csv,0.5301123409987942,0.09074761578195997,71567912.0,-56490617.0,1.2668991029076564,No,2_100_1.5_175_14.csv,0.20735691400598139,0.035854325013428875,67585750.5,-59169621.5,1.1422373303503386,No
2_20_2_75_4.csv,0.31314362500000004,0.1131094730057301,12292040.643,-9275287.393,1.3252463370867327,No,2_40_1.5_50_4.csv,0.5118677988520133,0.055605062178678485,32239888.406,-27427215.062,1.1754707261791186,No,2_80_1.25_150_4.csv,0.31277246954669513,0.4427201714580446,68808228.125,-51572201.875,1.3342115640471672,No,2_80_1.5_100_6.csv,0.5301123134399697,0.14337631677183654,92711981.0,-72117051.25,1.2855764260050775,No,2_100_1.5_125_14.csv,0.20735690257768802,0.03682846113237695,70283821.5,-61671524.5,1.1396478694150005,No
2_20_1.75_50_8.csv,0.30309672499999996,0.12101530774226368,19176546.518,-16139002.768,1.1882113655759923,No,2_40_2_125_8.csv,0.4870463903045845,-0.014540478834401661,23283238.696999997,-21115888.537,1.1026407274409642,No,2_80_1.25_200_4.csv,0.2671578074382883,0.44272015077067484,53160332.25,-39850982.0,1.3339779744950826,No,2_80_1.5_125_6.csv,0.5301122789285708,0.14337635522736275,82702279.25,-64330894.5,1.2855763920708425,No,2_100_1.5_150_14.csv,0.20735690257768802,0.04043292963794745,69996697.5,-61160482.5,1.1444758876779626,No
2_20_1.75_50_10.csv,0.29935342500000006,0.10741705636644026,18947988.241,-16110244.240999999,1.1761453121100451,No,2_40_1.25_50_6.csv,0.4865653803841752,0.03332981081127198,54922364.937,-48945958.937,1.1221021332464327,No,2_80_1.25_175_4.csv,0.26715778275758717,0.4427201682651011,53639680.625,-40210319.75,1.3339779678076298,No,2_80_1.5_175_6.csv,0.5301122339701521,0.1040502943896305,64256607.0,-50409848.75,1.2746835904759584,No,2_100_1.5_125_18.csv,0.20735689946874622,0.0368284494631737,68571133.0,-60168703.0,1.139647849813216,No
2_20_1.25_50_4.csv,0.27583215,0.2056673766158928,19346680.053,-15520940.553,1.2464888958846334,No,2_40_1.5_125_6.csv,0.4803139682491554,-0.031259656662044194,21689670.452,-19892839.389000002,1.0903255200458501,No,2_80_1.25_100_4.csv,0.2667150657298359,0.4427202046468399,78442965.75,-59540370.25,1.3174752763651147,No,2_80_1.5_50_6.csv,0.530112245654221,0.14337634201090454,124942357.5,-97187814.0,1.2855763738034072,No,2_100_1.5_125_20.csv,0.20735689946874622,0.0368284494631737,68571133.0,-60168703.0,1.139647849813216,No
1_20_1.25_50_10.csv,0.272476125,0.0769403215876781,12265277.326,-9994085.076,1.2272536438031818,No,2_40_2_125_12.csv,0.4672977526360478,0.09932686539903007,34587695.968,-29790845.812,1.1610175886334786,No,2_80_1.25_50_4.csv,0.2667150657298359,0.4427202046468399,78442965.75,-59540370.25,1.3174752763651147,No,2_80_1.5_75_6.csv,0.530112245654221,0.14337634201090454,124942357.5,-97187814.0,1.2855763738034072,No,2_100_1.5_150_18.csv,0.20735689946874622,0.04043295889480894,68290998.0,-59670104.0,1.144475933878044,No
1_20_1.25_50_12.csv,0.272476125,0.0769403215876781,12265277.326,-9994085.076,1.2272536438031818,No,2_40_2_125_10.csv,0.4672976702609064,-0.001973578243823346,29602646.404,-26895753.576,1.1006438737755038,No,2_80_1.25_75_4.csv,0.2667150657298359,0.4427202046468399,78442965.75,-59540370.25,1.3174752763651147,No,2_80_1.5_150_6.csv,0.5301122432472725,0.10405028742987306,79876654.0,-62663906.0,1.2746836113280267,No,2_100_1.5_150_20.csv,0.20735689946874622,0.04043295889480894,68290998.0,-59670104.0,1.144475933878044,No
1_20_1.25_50_14.csv,0.272476125,0.0769403215876781,12265277.326,-9994085.076,1.2272536438031818,No,2_40_2_50_8.csv,0.46063698473102743,0.003761434384853797,25718591.289,-23205423.973,1.108300857546241,No,2_80_1.25_225_4.csv,0.23890367394421197,0.44272017150799337,49499508.375,-37204421.75,1.3304737997977352,No,2_80_1.5_200_6.csv,0.5301121829634481,0.09074756734071796,62744979.75,-49526425.5,1.2668990163645062,No,2_100_1.5_125_16.csv,0.20735688061015456,0.03682845415319294,67159601.5,-58930136.0,1.1396478280654232,No
1_20_1.25_50_16.csv,0.272476125,0.0769403215876781,12265277.326,-9994085.076,1.2272536438031818,No,2_40_1.25_50_8.csv,0.45674801616784566,0.14061506022381265,60913737.626,-52636733.814,1.1572476712033095,No,2_20_1_75_4.csv,0.23321204241099108,0.10950974158652049,32724618.25,-27638640.375,1.1840169344799039,No,2_80_1.5_150_4.csv,0.505818557904532,0.021013312378714663,80951240.25,-66185984.25,1.2230873525160275,No,2_100_1.5_150_16.csv,0.20735688061015456,0.04043294832397659,66885235.5,-58441804.0,1.144475887499982,No
1_20_1.25_50_18.csv,0.272476125,0.0769403215876781,12265277.326,-9994085.076,1.2272536438031818,No,2_40_1.25_50_10.csv,0.45674797652275967,0.11271456736593574,53457483.499,-46642967.687,1.146099533325777,No,2_40_0.75_75_8.csv,0.22073902574017762,0.27425542562441174,45151390.56,-37183118.31,1.2142981173221563,No,2_80_1.5_125_4.csv,0.5058185483069182,0.04959931967338865,75773398.0,-61349346.75,1.235113363289398,No,2_100_1.5_100_16.csv,0.20735686750074284,0.03682847186551037,80151135.5,-70329738.5,1.1396478532335224,No
