Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Pass5
2_20_2_50_4.csv,0.33161,0.3011823705347906,Yes,2_40_1.5_50_6.csv,0.53964977552006,-0.04056253933679336,No,2_80_1.25_125_4.csv,0.31277258813996145,0.4427200561772993,Yes,2_80_1.5_225_6.csv,0.5301123409987942,0.09074761578195997,No,2_100_1.5_175_14.csv,0.20735691400598139,0.035854325013428875,No
2_20_2_75_4.csv,0.31314362500000004,0.1131094730057301,,2_40_1.5_50_4.csv,0.5118677988520133,0.055605062178678485,,2_80_1.25_150_4.csv,0.31277246954669513,0.4427201714580446,,2_80_1.5_100_6.csv,0.5301123134399697,0.14337631677183654,,2_100_1.5_125_14.csv,0.20735690257768802,0.03682846113237695,
2_20_1.75_50_8.csv,0.30309672499999996,0.12101530774226368,,2_40_2_125_8.csv,0.4870463903045845,-0.014540478834401661,,2_80_1.25_200_4.csv,0.2671578074382883,0.44272015077067484,,2_80_1.5_125_6.csv,0.5301122789285708,0.14337635522736275,,2_100_1.5_150_14.csv,0.20735690257768802,0.04043292963794745,
2_20_1.75_50_10.csv,0.29935342500000006,0.10741705636644026,,2_40_1.25_50_6.csv,0.4865653803841752,0.03332981081127198,,2_80_1.25_175_4.csv,0.26715778275758717,0.4427201682651011,,2_80_1.5_175_6.csv,0.5301122339701521,0.1040502943896305,,2_100_1.5_125_18.csv,0.20735689946874622,0.0368284494631737,
2_20_1.25_50_4.csv,0.27583215,0.2056673766158928,,2_40_1.5_125_6.csv,0.4803139682491554,-0.031259656662044194,,2_80_1.25_100_4.csv,0.2667150657298359,0.4427202046468399,,2_80_1.5_50_6.csv,0.530112245654221,0.14337634201090454,,2_100_1.5_125_20.csv,0.20735689946874622,0.0368284494631737,
1_20_1.25_50_10.csv,0.272476125,0.0769403215876781,,2_40_2_125_12.csv,0.4672977526360478,0.09932686539903007,,2_80_1.25_50_4.csv,0.2667150657298359,0.4427202046468399,,2_80_1.5_75_6.csv,0.530112245654221,0.14337634201090454,,2_100_1.5_150_18.csv,0.20735689946874622,0.04043295889480894,
1_20_1.25_50_12.csv,0.272476125,0.0769403215876781,,2_40_2_125_10.csv,0.4672976702609064,-0.001973578243823346,,2_80_1.25_75_4.csv,0.2667150657298359,0.4427202046468399,,2_80_1.5_150_6.csv,0.5301122432472725,0.10405028742987306,,2_100_1.5_150_20.csv,0.20735689946874622,0.04043295889480894,
1_20_1.25_50_14.csv,0.272476125,0.0769403215876781,,2_40_2_50_8.csv,0.46063698473102743,0.003761434384853797,,2_80_1.25_225_4.csv,0.23890367394421197,0.44272017150799337,,2_80_1.5_200_6.csv,0.5301121829634481,0.09074756734071796,,2_100_1.5_125_16.csv,0.20735688061015456,0.03682845415319294,
1_20_1.25_50_16.csv,0.272476125,0.0769403215876781,,2_40_1.25_50_8.csv,0.45674801616784566,0.14061506022381265,,2_20_1_75_4.csv,0.23321204241099108,0.10950974158652049,,2_80_1.5_150_4.csv,0.505818557904532,0.021013312378714663,,2_100_1.5_150_16.csv,0.20735688061015456,0.04043294832397659,
1_20_1.25_50_18.csv,0.272476125,0.0769403215876781,,2_40_1.25_50_10.csv,0.45674797652275967,0.11271456736593574,,2_40_0.75_75_8.csv,0.22073902574017762,0.27425542562441174,,2_80_1.5_125_4.csv,0.5058185483069182,0.04959931967338865,,2_100_1.5_100_16.csv,0.20735686750074284,0.03682847186551037,
1_20_1.25_50_20.csv,0.272476125,0.0769403215876781,,2_40_1.25_50_4.csv,0.45618491155381136,0.03408035445375394,,2_40_0.75_75_12.csv,0.2191423010779518,0.2742554671918927,,2_80_1.5_200_4.csv,0.5058185071273874,0.011343615145325643,,2_100_1.5_50_16.csv,0.20735686750074284,0.03682847186551037,
1_20_1.25_50_4.csv,0.272476125,0.0769403215876781,,2_40_2_175_8.csv,0.4556254670483084,-0.005278701738413046,,2_40_0.75_75_14.csv,0.2191423010779518,0.2742554671918927,,2_80_1.5_100_4.csv,0.5058185081560471,0.04959928217946945,,2_100_1.5_75_16.csv,0.20735686750074284,0.03682847186551037,
1_20_1.25_50_6.csv,0.272476125,0.0769403215876781,,2_40_1.5_125_4.csv,0.4547606548219715,0.07521923363887606,,2_40_0.75_75_16.csv,0.2191423010779518,0.2742554671918927,,2_80_1.5_225_4.csv,0.5058184892429214,0.011343628684110704,,2_100_1.5_100_18.csv,0.20735686287098315,0.036828478919660235,
1_20_1.25_50_8.csv,0.272476125,0.0769403215876781,,2_40_1.25_50_12.csv,0.4540891139396289,0.11224922658612571,,2_40_0.75_75_18.csv,0.2191423010779518,0.2742554671918927,,2_80_1.5_175_4.csv,0.505818437601459,0.021013324502355643,,2_100_1.5_100_20.csv,0.20735686287098315,0.036828478919660235,
3_20_1.25_50_10.csv,0.272476125,0.0769403215876781,,2_40_1.25_50_14.csv,0.4540891139396289,0.11224922658612571,,2_40_0.75_75_20.csv,0.2191423010779518,0.2742554671918927,,2_80_1.5_50_4.csv,0.5058184557858854,0.049599332654926206,,2_100_1.5_50_18.csv,0.20735686287098315,0.036828478919660235,
3_20_1.25_50_12.csv,0.272476125,0.0769403215876781,,2_40_1.25_50_16.csv,0.4540891139396289,0.11224922658612571,,2_60_1.5_125_4.csv,0.20924586367141818,0.26978896779950495,,2_80_1.5_75_4.csv,0.5058184557858854,0.049599332654926206,,2_100_1.5_50_20.csv,0.20735686287098315,0.036828478919660235,
3_20_1.25_50_14.csv,0.272476125,0.0769403215876781,,2_40_1.25_50_18.csv,0.4540891139396289,0.11224922658612571,,2_60_1.5_150_4.csv,0.20924583388115192,0.26978894489235916,,2_100_1.25_100_4.csv,0.48746352047190067,0.08928926224082952,,2_100_1.5_75_18.csv,0.20735686287098315,0.036828478919660235,
3_20_1.25_50_16.csv,0.272476125,0.0769403215876781,,2_40_1.25_50_20.csv,0.4540891139396289,0.11224922658612571,,2_40_0.75_75_10.csv,0.20237661704348409,0.27425543983957884,,2_100_1.25_50_4.csv,0.48746352047190067,0.08928926224082952,,2_100_1.5_75_20.csv,0.20735686287098315,0.036828478919660235,
3_20_1.25_50_18.csv,0.272476125,0.0769403215876781,,2_40_2_150_8.csv,0.4518466490630105,-0.014540486296492659,,2_60_1.5_200_4.csv,0.1989383865041545,0.26978888884733193,,2_100_1.25_75_4.csv,0.48746352047190067,0.08928926224082952,,2_100_1.5_175_18.csv,0.20735685178852137,0.03585432422003981,
3_20_1.25_50_20.csv,0.272476125,0.0769403215876781,,2_40_1.25_125_6.csv,0.44592834119045743,0.04976767089431486,,2_60_1.5_175_4.csv,0.1989383761530667,0.26978891733206245,,2_100_1.25_225_4.csv,0.48746351949785294,0.06221739712797231,,2_100_1.5_175_20.csv,0.20735685178852137,0.03585432422003981,
