Symbol,Fullname
6205,6205詮欣股份有限公司
6206,6206飛捷科技股份有限公司
6209,6209今國光學工業股份有限公司
6213,6213聯茂電子股份有限公司
6214,6214精誠資訊股份有限公司
6215,6215和椿科技股份有限公司
6216,6216居易科技股份有限公司
6224,6224聚鼎科技股份有限公司
6225,6225天瀚科技股份有限公司
6226,6226光鼎電子股份有限公司
6230,6230超眾科技股份有限公司
6235,6235華孚科技股份有限公司
6239,6239力成科技股份有限公司
6243,6243迅杰科技股份有限公司
6251,6251定穎電子股份有限公司
6257,6257矽格股份有限公司
6269,6269台郡科技股份有限公司
6271,6271同欣電子工業股份有限公司
6277,6277宏正自動科技股份有限公司
6278,6278台灣表面黏著科技股份有限公司
6281,6281全國電子股份有限公司
6282,6282康舒科技股份有限公司
6283,6283淳安電子股份有限公司
6285,6285啟碁科技股份有限公司
6289,6289華上光電股份有限公司
6405,6405悅城科技股份有限公司
6409,6409旭隼科技股份有限公司
6412,6412群光電能科技股份有限公司
6414,6414樺漢科技股份有限公司
6415,6415矽力杰股份有限公司
6416,6416瑞祺電通股份有限公司
6422,6422君耀控股股份有限公司
6431,6431光麗光電科技股份有限公司
6442,6442光紅建聖股份有限公司
6443,6443元晶太陽能科技股份有限公司
6449,6449鈺邦科技股份有限公司
6451,6451訊芯科技控股股份有限公司
6452,6452康友製藥控股有限公司
6456,6456GIS Holding Limited
6464,6464台灣數位光訊科技股份有限公司
6477,6477安集科技股份有限公司
6504,6504南六企業股份有限公司
6505,6505台塑石化股份有限公司
6525,6525捷敏股份有限公司
6531,6531愛普科技股份有限公司
6533,6533晶心科技股份有限公司
6541,6541泰福生技股份有限公司
6552,6552易華電子股份有限公司
6573,6573虹揚發展科技股份有限公司
6579,6579研揚科技股份有限公司
6581,6581台灣鋼聯股份有限公司
6582,6582申豐特用應材股份有限公司
6591,6591動力科技股份有限公司
6605,6605帝寶工業股份有限公司
6625,6625必應創造股份有限公司
8011,8011台通光電股份有限公司
8016,8016矽創電子股份有限公司
8021,8021尖點科技股份有限公司
8033,8033雷虎科技股份有限公司
8039,8039台虹科技股份有限公司
8046,8046南亞電路板股份有限公司
8070,8070長華電材股份有限公司
8072,8072陞泰科技股份有限公司
8081,8081致新科技股份有限公司
8101,8101華冠通訊股份有限公司
8103,8103瀚荃股份有限公司
8105,8105凌巨科技股份有限公司
8110,8110華東科技股份有限公司
8112,8112至上電子股份有限公司
8114,8114振樺電子股份有限公司
8131,8131福懋科技股份有限公司
8150,8150南茂科技股份有限公司
8163,8163達方電子股份有限公司
8201,8201無敵科技股份有限公司
8210,8210勤誠興業股份有限公司
8213,8213志超科技股份有限公司
8215,8215明基材料股份有限公司
8222,8222寶一科技股份有限公司
8249,8249菱光科技股份有限公司
8261,8261富鼎先進電子股份有限公司
8271,8271宇瞻科技股份有限公司
8341,8341日友環保科技股份有限公司
8374,8374羅昇企業股份有限公司
8404,8404百和興業股份有限公司(開曼)
8411,8411福貞控股股份有限公司
8422,8422可寧衛股份有限公司
8427,8427基勝（開曼）控股股份有限公司
8429,8429金麗集團控股有限公司
8442,8442威宏控股股份有限公司
8443,8443阿瘦實業股份有限公司
8454,8454富邦媒體科技股份有限公司
8463,8463潤泰精密材料股份有限公司
8464,8464億豐綜合工業股份有限公司
8466,8466美吉吉國際股份有限公司
8467,8467波力環球企業股份有限公司
8473,8473山林水環境工程股份有限公司
8478,8478東哥企業股份有限公司
8480,8480泰昇國際(控股)有限公司
8481,8481政伸企業股份有限公司
8488,8488吉源控股股份有限公司
8497,8497聯廣傳播股份有限公司
8499,8499鼎炫投資控股股份有限公司
8926,8926台灣汽電共生股份有限公司
8940,8940新天地國際實業股份有限公司
8996,8996高力熱處理工業股份有限公司
9103,9103美德向邦醫療國際股份有限公司
910322,910322康師傅控股有限公司
910482,910482聖馬丁國際控股有限公司
9105,9105泰金寶科技股份有限公司
910708,910708恒大健康產業集團有限公司
910861,910861神州數碼控股有限公司
9110,9110越南製造加工出口控股有限公司
911608,911608明輝環球企業有限公司
911616,911616杜康控股有限公司
911619,911619耀傑集團有限公司
911622,911622聚亨企業集團(泰國)大眾有限公司
911868,911868同方友友控股有限公司
912000,912000晨訊科技集團有限公司
912398,912398友佳國際控股有限公司
9136,9136巨騰國際控股有限公司
9157,9157陽光能源控股有限公司
9188,9188精熙國際(開曼)有限公司
9802,9802鈺齊國際股份有限公司
9902,9902台火開發股份有限公司
9904,9904寶成工業股份有限公司
9905,9905大華金屬工業股份有限公司
9906,9906欣巴巴事業股份有限公司
9907,9907統一實業股份有限公司
9908,9908大台北區瓦斯股份有限公司
9910,9910豐泰企業股份有限公司
9911,9911台灣櫻花股份有限公司
9912,9912偉聯科技股份有限公司
9914,9914美利達工業股份有限公司
9917,9917中興保全股份有限公司
9918,9918欣欣天然氣股份有限公司
9919,9919康那香企業股份有限公司
9921,9921巨大機械工業股份有限公司
9924,9924台灣福興工業股份有限公司
9925,9925台灣新光保全股份有限公司
9926,9926新海瓦斯股份有限公司
9927,9927泰銘實業股份有限公司
9928,9928中國電視事業股份有限公司
9929,9929秋雨創新股份有限公司
9930,9930中聯資源股份有限公司
9931,9931欣高石油氣股份有限公司
9933,9933中鼎工程股份有限公司
9934,9934成霖企業股份有限公司
9935,9935慶豐富實業股份有限公司
9937,9937全國加油站股份有限公司
9938,9938台灣百和工業股份有限公司
9939,9939宏全國際股份有限公司
9940,9940信義房屋仲介股份有限公司
9941,9941裕融企業股份有限公司
9942,9942茂順密封元件科技股份有限公司
9943,9943好樂迪股份有限公司
9944,9944新麗企業股份有限公司
9945,9945潤泰創新國際股份有限公司
9946,9946三發地產股份有限公司(原:金革)
9955,9955佳龍科技工程股份有限公司
9958,9958世紀鋼鐵結構股份有限公司
