Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,OutSamplePass1,Pass1,Para2,Pass2,Para3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,OutSamplePass4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,OutSamplePass5,Pass5
2_20_0.75_100_12.csv,0.18879835,-0.023308445110428067,No,,,,,,2_120_0.75_75_4.csv,0.6179655782768871,0.0854167388381248,No,,2_100_0.75_125_4.csv,0.11940377729461504,-0.05143821508992795,No,
2_20_0.75_100_14.csv,0.18879835,-0.023308445110428067,No,,,,,,2_120_0.75_175_4.csv,0.6179655361347571,0.005563698408442924,No,,2_100_0.75_100_4.csv,0.11940375045332643,-0.05143820733579847,No,
2_20_0.75_100_16.csv,0.18879835,-0.023308445110428067,No,,,,,,2_120_0.75_200_4.csv,0.6179655147652716,0.005563684455322916,No,,2_100_0.75_75_4.csv,0.11940375045332643,-0.05143820733579847,No,
2_20_0.75_100_18.csv,0.18879835,-0.023308445110428067,No,,,,,,2_120_0.75_150_4.csv,0.6179653480919777,0.08541671834373316,No,,2_120_0.75_50_4.csv,0.11904759871639704,-0.015268887563865383,No,
2_20_0.75_100_20.csv,0.18879835,-0.023308445110428067,No,,,,,,2_100_0.75_125_12.csv,0.5802715396954747,0.08931234786236646,No,,2_40_0.75_50_4.csv,0.10947488295164763,-0.010294112215917835,No,
2_20_0.75_100_4.csv,0.18879835,-0.008829943542713077,No,,,,,,2_100_0.75_125_14.csv,0.5802715396954747,0.08931234786236646,No,,2_120_1_100_6.csv,0.10641733727503361,-0.012689859884572363,No,
2_20_0.75_100_6.csv,0.18879835,-0.023308445110428067,No,,,,,,2_100_0.75_125_16.csv,0.5802715396954747,0.08931234786236646,No,,2_120_1_125_6.csv,0.10641733727503361,-0.012689859884572363,No,
2_20_0.75_100_8.csv,0.18879835,-0.023308445110428067,No,,,,,,2_100_0.75_125_18.csv,0.5802715396954747,0.08931234786236646,No,,2_120_1_75_6.csv,0.10641733727503361,-0.012689859884572363,No,
2_20_0.75_125_10.csv,0.17621935,-0.013870757790634639,No,,,,,,2_100_0.75_125_20.csv,0.5802715396954747,0.08931234786236646,No,,2_120_1_150_6.csv,0.10641732978912591,-0.012689866793011987,No,
2_20_0.75_125_12.csv,0.17621935,-0.013870757790634639,No,,,,,,2_100_0.75_125_8.csv,0.5802714394804496,0.0893123495374343,No,,2_120_1_50_6.csv,0.10641731631658238,-0.012689859881665322,No,
2_20_0.75_125_14.csv,0.17621935,-0.013870757790634639,No,,,,,,2_100_0.75_125_10.csv,0.5802714811972717,0.08931234752872057,No,,2_100_0.75_150_6.csv,0.10252000240265836,-0.034905041335393294,No,
2_20_0.75_125_16.csv,0.17621935,-0.013870757790634639,No,,,,,,2_100_0.75_100_8.csv,0.5802712051611196,0.08931234828064136,No,,2_60_1_125_6.csv,0.10084629041189848,-0.01845785518372839,No,
2_20_0.75_125_18.csv,0.17621935,-0.013870757790634639,No,,,,,,2_100_0.75_75_8.csv,0.5802712051611196,0.08931234828064136,No,,2_60_1.25_125_6.csv,0.10032008746991136,-0.03665301021700852,No,
2_20_0.75_125_20.csv,0.17621935,-0.013870757790634639,No,,,,,,2_100_0.75_100_10.csv,0.5802713415965808,0.08931229915512257,No,,2_80_0.75_125_4.csv,0.10007907059938524,-0.0016046049295046026,No,
2_20_0.75_125_4.csv,0.17621935,0.0013811224754920236,No,,,,,,2_100_0.75_50_10.csv,0.5802713415965808,0.08931229915512257,No,,,,,,
2_20_0.75_125_6.csv,0.17621935,-0.013870757790634639,No,,,,,,2_100_0.75_75_10.csv,0.5802713415965808,0.08931229915512257,No,,,,,,
2_20_0.75_125_8.csv,0.17621935,-0.013870757790634639,No,,,,,,2_100_0.75_175_10.csv,0.5802712020641098,0.00696087997298217,No,,,,,,
1_100_1.75_150_10.csv,0.16551844999999998,-0.006925416432467363,No,,,,,,2_100_0.75_175_12.csv,0.5802712020641098,0.00696087997298217,No,,,,,,
1_100_1.75_150_12.csv,0.16551844999999998,-0.006925416432467363,No,,,,,,2_100_0.75_175_14.csv,0.5802712020641098,0.00696087997298217,No,,,,,,
1_100_1.75_150_14.csv,0.16551844999999998,-0.006925416432467363,No,,,,,,2_100_0.75_175_16.csv,0.5802712020641098,0.00696087997298217,No,,,,,,
1_100_1.75_150_16.csv,0.16551844999999998,-0.006925416432467363,No,,,,,,2_100_0.75_175_18.csv,0.5802712020641098,0.00696087997298217,No,,,,,,
1_100_1.75_150_18.csv,0.16551844999999998,-0.006925416432467363,No,,,,,,2_100_0.75_175_20.csv,0.5802712020641098,0.00696087997298217,No,,,,,,
1_100_1.75_150_20.csv,0.16551844999999998,-0.006925416432467363,No,,,,,,2_100_0.75_100_12.csv,0.580271178221485,0.08931232902569017,No,,,,,,
1_100_1.75_150_4.csv,0.16551844999999998,-0.006925416432467363,No,,,,,,2_100_0.75_100_14.csv,0.580271178221485,0.08931232902569017,No,,,,,,
1_100_1.75_150_6.csv,0.16551844999999998,-0.006925416432467363,No,,,,,,2_100_0.75_100_16.csv,0.580271178221485,0.08931232902569017,No,,,,,,
1_100_1.75_150_8.csv,0.16551844999999998,-0.006925416432467363,No,,,,,,2_100_0.75_100_18.csv,0.580271178221485,0.08931232902569017,No,,,,,,
3_100_1.75_150_10.csv,0.16551844999999998,-0.006925416432467363,No,,,,,,2_100_0.75_100_20.csv,0.580271178221485,0.08931232902569017,No,,,,,,
3_100_1.75_150_12.csv,0.16551844999999998,-0.006925416432467363,No,,,,,,2_100_0.75_50_12.csv,0.580271178221485,0.08931232902569017,No,,,,,,
3_100_1.75_150_14.csv,0.16551844999999998,-0.006925416432467363,No,,,,,,2_100_0.75_50_14.csv,0.580271178221485,0.08931232902569017,No,,,,,,
3_100_1.75_150_16.csv,0.16551844999999998,-0.006925416432467363,No,,,,,,2_100_0.75_50_16.csv,0.580271178221485,0.08931232902569017,No,,,,,,
3_100_1.75_150_18.csv,0.16551844999999998,-0.006925416432467363,No,,,,,,2_100_0.75_50_18.csv,0.580271178221485,0.08931232902569017,No,,,,,,
3_100_1.75_150_20.csv,0.16551844999999998,-0.006925416432467363,No,,,,,,2_100_0.75_50_20.csv,0.580271178221485,0.08931232902569017,No,,,,,,
3_100_1.75_150_4.csv,0.16551844999999998,-0.006925416432467363,No,,,,,,2_100_0.75_75_12.csv,0.580271178221485,0.08931232902569017,No,,,,,,
3_100_1.75_150_6.csv,0.16551844999999998,-0.006925416432467363,No,,,,,,2_100_0.75_75_14.csv,0.580271178221485,0.08931232902569017,No,,,,,,
3_100_1.75_150_8.csv,0.16551844999999998,-0.006925416432467363,No,,,,,,2_100_0.75_75_16.csv,0.580271178221485,0.08931232902569017,No,,,,,,
1_80_1.75_150_10.csv,0.1605256876,0.005585198362437019,No,,,,,,2_100_0.75_75_18.csv,0.580271178221485,0.08931232902569017,No,,,,,,
1_80_1.75_150_12.csv,0.1605256876,0.005585198362437019,No,,,,,,2_100_0.75_75_20.csv,0.580271178221485,0.08931232902569017,No,,,,,,
1_80_1.75_150_14.csv,0.1605256876,0.005585198362437019,No,,,,,,2_100_0.75_175_8.csv,0.5802711766202979,0.006960884886201986,No,,,,,,
1_80_1.75_150_16.csv,0.1605256876,0.005585198362437019,No,,,,,,2_100_0.75_150_10.csv,0.5802710001072131,0.022200028820833995,No,,,,,,
1_80_1.75_150_18.csv,0.1605256876,0.005585198362437019,No,,,,,,2_100_0.75_200_8.csv,0.5802711201283429,0.0069608861191085974,No,,,,,,
1_80_1.75_150_20.csv,0.1605256876,0.005585198362437019,No,,,,,,2_100_0.75_200_10.csv,0.5802711062337037,0.006960887501071614,No,,,,,,
1_80_1.75_150_4.csv,0.1605256876,0.005585198362437019,No,,,,,,2_100_0.75_200_12.csv,0.5802711062337037,0.006960887501071614,No,,,,,,
1_80_1.75_150_6.csv,0.1605256876,0.005585198362437019,No,,,,,,2_100_0.75_200_14.csv,0.5802711062337037,0.006960887501071614,No,,,,,,
1_80_1.75_150_8.csv,0.1605256876,0.005585198362437019,No,,,,,,2_100_0.75_200_16.csv,0.5802711062337037,0.006960887501071614,No,,,,,,
3_80_1.75_150_10.csv,0.1605256876,0.005585198362437019,No,,,,,,2_100_0.75_200_18.csv,0.5802711062337037,0.006960887501071614,No,,,,,,
3_80_1.75_150_12.csv,0.1605256876,0.005585198362437019,No,,,,,,2_100_0.75_200_20.csv,0.5802711062337037,0.006960887501071614,No,,,,,,
3_80_1.75_150_14.csv,0.1605256876,0.005585198362437019,No,,,,,,2_100_0.75_150_12.csv,0.5802710052535807,0.022200026766456705,No,,,,,,
3_80_1.75_150_16.csv,0.1605256876,0.005585198362437019,No,,,,,,2_100_0.75_150_14.csv,0.5802710052535807,0.022200026766456705,No,,,,,,
3_80_1.75_150_18.csv,0.1605256876,0.005585198362437019,No,,,,,,2_100_0.75_150_16.csv,0.5802710052535807,0.022200026766456705,No,,,,,,
3_80_1.75_150_20.csv,0.1605256876,0.005585198362437019,No,,,,,,2_100_0.75_150_18.csv,0.5802710052535807,0.022200026766456705,No,,,,,,
3_80_1.75_150_4.csv,0.1605256876,0.005585198362437019,No,,,,,,2_100_0.75_150_20.csv,0.5802710052535807,0.022200026766456705,No,,,,,,
3_80_1.75_150_6.csv,0.1605256876,0.005585198362437019,No,,,,,,2_100_0.75_150_8.csv,0.5802711343255675,0.02220003326423418,No,,,,,,
3_80_1.75_150_8.csv,0.1605256876,0.005585198362437019,No,,,,,,2_100_0.75_225_8.csv,0.5802709518100848,0.006960885668320956,No,,,,,,
2_20_1_150_10.csv,0.15725612499999997,-0.028098615468104292,No,,,,,,2_100_0.75_225_10.csv,0.5802709792628877,0.006960883931761039,No,,,,,,
2_20_1_150_12.csv,0.15725612499999997,-0.028098615468104292,No,,,,,,2_100_0.75_225_12.csv,0.5802709792628877,0.006960883931761039,No,,,,,,
2_20_1_150_14.csv,0.15725612499999997,-0.028098615468104292,No,,,,,,2_100_0.75_225_14.csv,0.5802709792628877,0.006960883931761039,No,,,,,,
2_20_1_150_16.csv,0.15725612499999997,-0.028098615468104292,No,,,,,,2_100_0.75_225_16.csv,0.5802709792628877,0.006960883931761039,No,,,,,,
2_20_1_150_18.csv,0.15725612499999997,-0.028098615468104292,No,,,,,,2_100_0.75_225_18.csv,0.5802709792628877,0.006960883931761039,No,,,,,,
2_20_1_150_20.csv,0.15725612499999997,-0.028098615468104292,No,,,,,,2_100_0.75_225_20.csv,0.5802709792628877,0.006960883931761039,No,,,,,,
2_20_1_150_6.csv,0.15725612499999997,-0.028098615468104292,No,,,,,,2_100_0.75_125_6.csv,0.572002396825406,0.19389177600340574,Yes,,,,,,
2_20_1_150_8.csv,0.15725612499999997,-0.028098615468104292,No,,,,,,2_100_0.75_100_6.csv,0.572002350575091,0.19389180720124177,Yes,,,,,,
2_20_1_150_4.csv,0.1516559126,-0.01401261103095697,No,,,,,,2_100_0.75_75_6.csv,0.572002350575091,0.19389180720124177,Yes,,,,,,
2_20_0.75_75_10.csv,0.15148452499999998,-0.021345285343643508,No,,,,,,2_100_0.75_150_6.csv,0.5720020947953971,0.10252000240265836,Yes,,,,,,
2_20_0.75_75_12.csv,0.15148452499999998,-0.021345285343643508,No,,,,,,2_100_0.75_200_6.csv,0.5720021347740716,0.08177226253565185,No,,,,,,
2_20_0.75_75_14.csv,0.15148452499999998,-0.021345285343643508,No,,,,,,2_100_0.75_175_6.csv,0.5720021823597161,0.081772237691699,No,,,,,,
2_20_0.75_75_16.csv,0.15148452499999998,-0.021345285343643508,No,,,,,,2_100_0.75_225_6.csv,0.5720021227949664,0.08177228124379698,No,,,,,,
2_20_0.75_75_18.csv,0.15148452499999998,-0.021345285343643508,No,,,,,,2_100_1.25_200_12.csv,0.5635823945609437,-0.01234410361533535,No,,,,,,
2_20_0.75_75_20.csv,0.15148452499999998,-0.021345285343643508,No,,,,,,2_100_1.25_200_14.csv,0.5635823945609437,-0.0062129896098351185,No,,,,,,
2_20_0.75_75_8.csv,0.15148452499999998,-0.021345285343643508,No,,,,,,2_100_1.25_150_12.csv,0.5635823676533468,0.0400001333355898,No,,,,,,
1_120_1.75_150_10.csv,0.1474199126,-0.0011186175170317513,No,,,,,,2_100_1.25_150_14.csv,0.5635823676533468,0.04784143756217802,No,,,,,,
1_120_1.75_150_12.csv,0.1474199126,-0.0011186175170317513,No,,,,,,2_100_1.25_225_12.csv,0.5635823949359742,-0.02025730127556459,No,,,,,,
1_120_1.75_150_14.csv,0.1474199126,-0.0011186175170317513,No,,,,,,2_100_1.25_225_14.csv,0.5635823949359742,-0.014384731486020187,No,,,,,,
1_120_1.75_150_16.csv,0.1474199126,-0.0011186175170317513,No,,,,,,2_100_1.25_175_12.csv,0.5635824271303023,0.024653769117577072,No,,,,,,
1_120_1.75_150_18.csv,0.1474199126,-0.0011186175170317513,No,,,,,,2_100_1.25_175_14.csv,0.5635824271303023,0.03199368200598875,No,,,,,,
1_120_1.75_150_20.csv,0.1474199126,-0.0011186175170317513,No,,,,,,2_100_1.25_125_12.csv,0.5635824392321631,0.04000012311000851,No,,,,,,
1_120_1.75_150_4.csv,0.1474199126,-0.0011186175170317513,No,,,,,,2_100_1.25_125_14.csv,0.5635824392321631,0.0478414366611451,No,,,,,,
1_120_1.75_150_6.csv,0.1474199126,-0.0011186175170317513,No,,,,,,2_100_1.25_100_12.csv,0.5635823576472627,0.04000013229495631,No,,,,,,
1_120_1.75_150_8.csv,0.1474199126,-0.0011186175170317513,No,,,,,,2_100_1.25_100_14.csv,0.5635823576472627,0.04784143394636291,No,,,,,,
3_120_1.75_150_10.csv,0.1474199126,-0.0011186175170317513,No,,,,,,2_100_1.25_50_12.csv,0.5635823576472627,0.04000013229495631,No,,,,,,
3_120_1.75_150_12.csv,0.1474199126,-0.0011186175170317513,No,,,,,,2_100_1.25_50_14.csv,0.5635823576472627,0.04784143394636291,No,,,,,,
3_120_1.75_150_14.csv,0.1474199126,-0.0011186175170317513,No,,,,,,2_100_1.25_75_12.csv,0.5635823576472627,0.04000013229495631,No,,,,,,
3_120_1.75_150_16.csv,0.1474199126,-0.0011186175170317513,No,,,,,,2_100_1.25_75_14.csv,0.5635823576472627,0.04784143394636291,No,,,,,,
3_120_1.75_150_18.csv,0.1474199126,-0.0011186175170317513,No,,,,,,2_100_1_225_12.csv,0.5276494165319641,0.0004621217889744649,No,,,,,,
3_120_1.75_150_20.csv,0.1474199126,-0.0011186175170317513,No,,,,,,2_100_1_225_14.csv,0.5276494165319641,0.0004621217889744649,No,,,,,,
3_120_1.75_150_4.csv,0.1474199126,-0.0011186175170317513,No,,,,,,2_100_1_225_16.csv,0.5276494165319641,0.0004621217889744649,No,,,,,,
3_120_1.75_150_6.csv,0.1474199126,-0.0011186175170317513,No,,,,,,2_100_1_225_18.csv,0.5276494165319641,0.0004621217889744649,No,,,,,,
3_120_1.75_150_8.csv,0.1474199126,-0.0011186175170317513,No,,,,,,2_100_1_225_20.csv,0.5276494165319641,0.0004621217889744649,No,,,,,,
1_20_0.75_125_10.csv,0.146707325,-0.011154775804058943,No,,,,,,2_100_1_175_10.csv,0.5276493520062644,0.048938879747744884,No,,,,,,
1_20_0.75_125_12.csv,0.146707325,-0.011154775804058943,No,,,,,,2_100_1_100_10.csv,0.5276493901268087,0.07472739182957294,No,,,,,,
1_20_0.75_125_14.csv,0.146707325,-0.011154775804058943,No,,,,,,2_100_1_50_10.csv,0.5276493901268087,0.07472739182957294,No,,,,,,
1_20_0.75_125_16.csv,0.146707325,-0.011154775804058943,No,,,,,,2_100_1_75_10.csv,0.5276493901268087,0.07472739182957294,No,,,,,,
1_20_0.75_125_18.csv,0.146707325,-0.011154775804058943,No,,,,,,2_100_1_150_12.csv,0.5276493058114301,0.07472738812181043,No,,,,,,
1_20_0.75_125_20.csv,0.146707325,-0.011154775804058943,No,,,,,,2_100_1_150_14.csv,0.5276493058114301,0.07472738812181043,No,,,,,,
1_20_0.75_125_4.csv,0.146707325,-0.011154775804058943,No,,,,,,2_100_1_150_16.csv,0.5276493058114301,0.07472738812181043,No,,,,,,
1_20_0.75_125_6.csv,0.146707325,-0.011154775804058943,No,,,,,,2_100_1_150_18.csv,0.5276493058114301,0.07472738812181043,No,,,,,,
1_20_0.75_125_8.csv,0.146707325,-0.011154775804058943,No,,,,,,2_100_1_150_20.csv,0.5276493058114301,0.07472738812181043,No,,,,,,
3_20_0.75_125_10.csv,0.146707325,-0.011154775804058943,No,,,,,,2_100_1_125_12.csv,0.527649219734618,0.07472737265172742,No,,,,,,
3_20_0.75_125_12.csv,0.146707325,-0.011154775804058943,No,,,,,,2_100_1_125_14.csv,0.527649219734618,0.07472737265172742,No,,,,,,
3_20_0.75_125_14.csv,0.146707325,-0.011154775804058943,No,,,,,,2_100_1_125_16.csv,0.527649219734618,0.07472737265172742,No,,,,,,
3_20_0.75_125_16.csv,0.146707325,-0.011154775804058943,No,,,,,,2_100_1_125_18.csv,0.527649219734618,0.07472737265172742,No,,,,,,
3_20_0.75_125_18.csv,0.146707325,-0.011154775804058943,No,,,,,,2_100_1_125_20.csv,0.527649219734618,0.07472737265172742,No,,,,,,
3_20_0.75_125_20.csv,0.146707325,-0.011154775804058943,No,,,,,,2_100_1_175_12.csv,0.5276493570499525,0.04893886918375691,No,,,,,,
3_20_0.75_125_4.csv,0.146707325,-0.011154775804058943,No,,,,,,2_100_1_175_14.csv,0.5276493570499525,0.04893886918375691,No,,,,,,
3_20_0.75_125_6.csv,0.146707325,-0.011154775804058943,No,,,,,,2_100_1_175_16.csv,0.5276493570499525,0.04893886918375691,No,,,,,,
3_20_0.75_125_8.csv,0.146707325,-0.011154775804058943,No,,,,,,2_100_1_175_18.csv,0.5276493570499525,0.04893886918375691,No,,,,,,
2_20_1.25_125_4.csv,0.139828025,-0.0052459695753462356,No,,,,,,2_100_1_175_20.csv,0.5276493570499525,0.04893886918375691,No,,,,,,
1_20_0.75_100_10.csv,0.13663588759999998,-0.017828981463591284,No,,,,,,2_100_1_200_12.csv,0.5276493198989575,0.00046212332303978345,No,,,,,,
1_20_0.75_100_12.csv,0.13663588759999998,-0.017828981463591284,No,,,,,,2_100_1_200_14.csv,0.5276493198989575,0.00046212332303978345,No,,,,,,
1_20_0.75_100_14.csv,0.13663588759999998,-0.017828981463591284,No,,,,,,2_100_1_200_16.csv,0.5276493198989575,0.00046212332303978345,No,,,,,,
1_20_0.75_100_16.csv,0.13663588759999998,-0.017828981463591284,No,,,,,,2_100_1_200_18.csv,0.5276493198989575,0.00046212332303978345,No,,,,,,
1_20_0.75_100_18.csv,0.13663588759999998,-0.017828981463591284,No,,,,,,2_100_1_200_20.csv,0.5276493198989575,0.00046212332303978345,No,,,,,,
1_20_0.75_100_20.csv,0.13663588759999998,-0.017828981463591284,No,,,,,,2_100_1_225_10.csv,0.5276492365013988,0.0004621249924682835,No,,,,,,
1_20_0.75_100_4.csv,0.13663588759999998,-0.017828981463591284,No,,,,,,2_100_1_125_10.csv,0.5276491667491803,0.07472740229251504,No,,,,,,
1_20_0.75_100_6.csv,0.13663588759999998,-0.017828981463591284,No,,,,,,2_100_1_100_12.csv,0.5276492661951181,0.07472739405880886,No,,,,,,
1_20_0.75_100_8.csv,0.13663588759999998,-0.017828981463591284,No,,,,,,2_100_1_100_14.csv,0.5276492661951181,0.07472739405880886,No,,,,,,
3_20_0.75_100_10.csv,0.13663588759999998,-0.017828981463591284,No,,,,,,2_100_1_100_16.csv,0.5276492661951181,0.07472739405880886,No,,,,,,
3_20_0.75_100_12.csv,0.13663588759999998,-0.017828981463591284,No,,,,,,2_100_1_100_18.csv,0.5276492661951181,0.07472739405880886,No,,,,,,
3_20_0.75_100_14.csv,0.13663588759999998,-0.017828981463591284,No,,,,,,2_100_1_100_20.csv,0.5276492661951181,0.07472739405880886,No,,,,,,
3_20_0.75_100_16.csv,0.13663588759999998,-0.017828981463591284,No,,,,,,2_100_1_50_12.csv,0.5276492661951181,0.07472739405880886,No,,,,,,
3_20_0.75_100_18.csv,0.13663588759999998,-0.017828981463591284,No,,,,,,2_100_1_50_14.csv,0.5276492661951181,0.07472739405880886,No,,,,,,
3_20_0.75_100_20.csv,0.13663588759999998,-0.017828981463591284,No,,,,,,2_100_1_50_16.csv,0.5276492661951181,0.07472739405880886,No,,,,,,
3_20_0.75_100_4.csv,0.13663588759999998,-0.017828981463591284,No,,,,,,2_100_1_50_18.csv,0.5276492661951181,0.07472739405880886,No,,,,,,
3_20_0.75_100_6.csv,0.13663588759999998,-0.017828981463591284,No,,,,,,2_100_1_50_20.csv,0.5276492661951181,0.07472739405880886,No,,,,,,
3_20_0.75_100_8.csv,0.13663588759999998,-0.017828981463591284,No,,,,,,2_100_1_75_12.csv,0.5276492661951181,0.07472739405880886,No,,,,,,
1_40_0.75_150_10.csv,0.13628358759999998,0.015852282646457647,No,,,,,,2_100_1_75_14.csv,0.5276492661951181,0.07472739405880886,No,,,,,,
1_40_0.75_150_12.csv,0.13628358759999998,0.015852282646457647,No,,,,,,2_100_1_75_16.csv,0.5276492661951181,0.07472739405880886,No,,,,,,
1_40_0.75_150_14.csv,0.13628358759999998,0.015852282646457647,No,,,,,,2_100_1_75_18.csv,0.5276492661951181,0.07472739405880886,No,,,,,,
1_40_0.75_150_16.csv,0.13628358759999998,0.015852282646457647,No,,,,,,2_100_1_75_20.csv,0.5276492661951181,0.07472739405880886,No,,,,,,
1_40_0.75_150_18.csv,0.13628358759999998,0.015852282646457647,No,,,,,,2_100_1_200_10.csv,0.5276491999106552,0.0004621266296482853,No,,,,,,
1_40_0.75_150_20.csv,0.13628358759999998,0.015852282646457647,No,,,,,,2_100_1_150_10.csv,0.5276492556951166,0.07472738647637683,No,,,,,,
1_40_0.75_150_4.csv,0.13628358759999998,0.015852282646457647,No,,,,,,2_100_1_150_8.csv,0.5257770242349653,0.07472740306403838,No,,,,,,
1_40_0.75_150_6.csv,0.13628358759999998,0.015852282646457647,No,,,,,,2_100_1_200_8.csv,0.5257768882706129,0.0004621233506260832,No,,,,,,
1_40_0.75_150_8.csv,0.13628358759999998,0.015852282646457647,No,,,,,,2_100_1_175_8.csv,0.5257768348841142,0.048938875193695996,No,,,,,,
3_40_0.75_150_10.csv,0.13628358759999998,0.015852282646457647,No,,,,,,2_100_1_225_8.csv,0.5257767697688461,0.00046212698115270974,No,,,,,,
3_40_0.75_150_12.csv,0.13628358759999998,0.015852282646457647,No,,,,,,2_100_1_125_8.csv,0.5257767927555037,0.0747273999262889,No,,,,,,
3_40_0.75_150_14.csv,0.13628358759999998,0.015852282646457647,No,,,,,,2_100_1_100_8.csv,0.5257765920698899,0.07472738928113819,No,,,,,,
3_40_0.75_150_16.csv,0.13628358759999998,0.015852282646457647,No,,,,,,2_100_1_50_8.csv,0.5257765920698899,0.07472738928113819,No,,,,,,
3_40_0.75_150_18.csv,0.13628358759999998,0.015852282646457647,No,,,,,,2_100_1_75_8.csv,0.5257765920698899,0.07472738928113819,No,,,,,,
3_40_0.75_150_20.csv,0.13628358759999998,0.015852282646457647,No,,,,,,2_100_1.25_225_10.csv,0.5199898352095373,-0.0124907695120317,No,,,,,,
3_40_0.75_150_4.csv,0.13628358759999998,0.015852282646457647,No,,,,,,2_100_1.25_175_10.csv,0.5199898787269355,0.03436088583666687,No,,,,,,
3_40_0.75_150_6.csv,0.13628358759999998,0.015852282646457647,No,,,,,,2_100_1.25_125_10.csv,0.5199898037254977,0.05037033675833386,No,,,,,,
3_40_0.75_150_8.csv,0.13628358759999998,0.015852282646457647,No,,,,,,2_100_1.25_150_10.csv,0.5199897079285412,0.05037034091065668,No,,,,,,
2_20_1_125_10.csv,0.13610207500000002,-0.02809862152740355,No,,,,,,2_100_1.25_200_10.csv,0.5199896417386687,-0.004235647923049129,No,,,,,,
2_20_1_125_12.csv,0.13610207500000002,-0.02809862152740355,No,,,,,,2_100_1.25_100_10.csv,0.5199895659726927,0.05037033333550159,No,,,,,,
2_20_1_125_14.csv,0.13610207500000002,-0.02809862152740355,No,,,,,,2_100_1.25_50_10.csv,0.5199895659726927,0.05037033333550159,No,,,,,,
2_20_1_125_16.csv,0.13610207500000002,-0.02809862152740355,No,,,,,,2_100_1.25_75_10.csv,0.5199895659726927,0.05037033333550159,No,,,,,,
2_20_1_125_18.csv,0.13610207500000002,-0.02809862152740355,No,,,,,,2_100_1.25_200_8.csv,0.5084279601997725,-0.009835947809530642,No,,,,,,
2_20_1_125_20.csv,0.13610207500000002,-0.02809862152740355,No,,,,,,2_100_1.25_125_8.csv,0.5084277171578147,0.043207893833291156,No,,,,,,
2_20_1_125_6.csv,0.13610207500000002,-0.02809862152740355,No,,,,,,2_100_1.25_100_8.csv,0.5084277214520814,0.04320790552569085,No,,,,,,
2_20_1_125_8.csv,0.13610207500000002,-0.02809862152740355,No,,,,,,2_100_1.25_50_8.csv,0.5084277214520814,0.04320790552569085,No,,,,,,
1_20_0.75_200_10.csv,0.1347706876,-0.014997213632989533,No,,,,,,2_100_1.25_75_8.csv,0.5084277214520814,0.04320790552569085,No,,,,,,
