Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Window_1_NetProfit,Window_1_MDD,Score_1,Pass1,Para2,Pass2,Para3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Window_4_NetProfit,Window_4_MDD,Score_4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Window_5_NetProfit,Window_5_MDD,Score_5,Pass5
1_100_1.75_150_6.csv,0.16551844999999998,-0.006925416432467363,764308.063,-503403.75,1.518280431959436,Yes,,,,,2_100_0.75_100_16.csv,0.580271178221485,0.08931232902569017,1774371.375,-802050.547,2.2122937034790153,Yes,,,,,,,
1_100_1.75_150_8.csv,0.16551844999999998,-0.006925416432467363,764308.063,-503403.75,1.518280431959436,Yes,,,,,2_100_0.75_100_18.csv,0.580271178221485,0.08931232902569017,1774371.375,-802050.547,2.2122937034790153,Yes,,,,,,,
3_100_1.75_150_10.csv,0.16551844999999998,-0.006925416432467363,764308.063,-503403.75,1.518280431959436,Yes,,,,,2_100_0.75_100_20.csv,0.580271178221485,0.08931232902569017,1774371.375,-802050.547,2.2122937034790153,Yes,,,,,,,
3_100_1.75_150_12.csv,0.16551844999999998,-0.006925416432467363,764308.063,-503403.75,1.518280431959436,Yes,,,,,2_100_0.75_50_12.csv,0.580271178221485,0.08931232902569017,1774371.375,-802050.547,2.2122937034790153,Yes,,,,,,,
3_100_1.75_150_14.csv,0.16551844999999998,-0.006925416432467363,764308.063,-503403.75,1.518280431959436,Yes,,,,,2_100_0.75_50_14.csv,0.580271178221485,0.08931232902569017,1774371.375,-802050.547,2.2122937034790153,Yes,,,,,,,
3_100_1.75_150_16.csv,0.16551844999999998,-0.006925416432467363,764308.063,-503403.75,1.518280431959436,Yes,,,,,2_100_0.75_50_16.csv,0.580271178221485,0.08931232902569017,1774371.375,-802050.547,2.2122937034790153,Yes,,,,,,,
3_100_1.75_150_18.csv,0.16551844999999998,-0.006925416432467363,764308.063,-503403.75,1.518280431959436,Yes,,,,,2_100_0.75_50_18.csv,0.580271178221485,0.08931232902569017,1774371.375,-802050.547,2.2122937034790153,Yes,,,,,,,
3_100_1.75_150_20.csv,0.16551844999999998,-0.006925416432467363,764308.063,-503403.75,1.518280431959436,Yes,,,,,2_100_0.75_50_20.csv,0.580271178221485,0.08931232902569017,1774371.375,-802050.547,2.2122937034790153,Yes,,,,,,,
3_100_1.75_150_4.csv,0.16551844999999998,-0.006925416432467363,764308.063,-503403.75,1.518280431959436,Yes,,,,,2_100_0.75_75_12.csv,0.580271178221485,0.08931232902569017,1774371.375,-802050.547,2.2122937034790153,Yes,,,,,,,
3_100_1.75_150_6.csv,0.16551844999999998,-0.006925416432467363,764308.063,-503403.75,1.518280431959436,Yes,,,,,2_100_0.75_75_14.csv,0.580271178221485,0.08931232902569017,1774371.375,-802050.547,2.2122937034790153,Yes,,,,,,,
3_100_1.75_150_8.csv,0.16551844999999998,-0.006925416432467363,764308.063,-503403.75,1.518280431959436,Yes,,,,,2_100_0.75_75_16.csv,0.580271178221485,0.08931232902569017,1774371.375,-802050.547,2.2122937034790153,Yes,,,,,,,
1_80_1.75_150_10.csv,0.1605256876,0.005585198362437019,852968.625,-464646.25,1.8357376714005547,Yes,,,,,2_100_0.75_75_18.csv,0.580271178221485,0.08931232902569017,1774371.375,-802050.547,2.2122937034790153,Yes,,,,,,,
1_80_1.75_150_12.csv,0.1605256876,0.005585198362437019,852968.625,-464646.25,1.8357376714005547,Yes,,,,,2_100_0.75_75_20.csv,0.580271178221485,0.08931232902569017,1774371.375,-802050.547,2.2122937034790153,Yes,,,,,,,
1_80_1.75_150_14.csv,0.1605256876,0.005585198362437019,852968.625,-464646.25,1.8357376714005547,Yes,,,,,2_100_0.75_175_8.csv,0.5802711766202979,0.006960884886201986,1044176.438,-752575.062,1.3874714838743885,No,,,,,,,
1_80_1.75_150_16.csv,0.1605256876,0.005585198362437019,852968.625,-464646.25,1.8357376714005547,Yes,,,,,2_100_0.75_150_10.csv,0.5802710001072131,0.022200028820833995,943067.329,-619105.828,1.5232732213918039,Yes,,,,,,,
1_80_1.75_150_18.csv,0.1605256876,0.005585198362437019,852968.625,-464646.25,1.8357376714005547,Yes,,,,,2_100_0.75_200_8.csv,0.5802711201283429,0.0069608861191085974,1540319.938,-1110163.219,1.3874716002458374,No,,,,,,,
1_80_1.75_150_20.csv,0.1605256876,0.005585198362437019,852968.625,-464646.25,1.8357376714005547,Yes,,,,,2_100_0.75_200_10.csv,0.5802711062337037,0.006960887501071614,1670855.531,-1204244.875,1.3874715730054488,No,,,,,,,
1_80_1.75_150_4.csv,0.1605256876,0.005585198362437019,852968.625,-464646.25,1.8357376714005547,Yes,,,,,2_100_0.75_200_12.csv,0.5802711062337037,0.006960887501071614,1670855.531,-1204244.875,1.3874715730054488,No,,,,,,,
1_80_1.75_150_6.csv,0.1605256876,0.005585198362437019,852968.625,-464646.25,1.8357376714005547,Yes,,,,,2_100_0.75_200_14.csv,0.5802711062337037,0.006960887501071614,1670855.531,-1204244.875,1.3874715730054488,No,,,,,,,
1_80_1.75_150_8.csv,0.1605256876,0.005585198362437019,852968.625,-464646.25,1.8357376714005547,Yes,,,,,2_100_0.75_200_16.csv,0.5802711062337037,0.006960887501071614,1670855.531,-1204244.875,1.3874715730054488,No,,,,,,,
3_80_1.75_150_10.csv,0.1605256876,0.005585198362437019,852968.625,-464646.25,1.8357376714005547,Yes,,,,,2_100_0.75_200_18.csv,0.5802711062337037,0.006960887501071614,1670855.531,-1204244.875,1.3874715730054488,No,,,,,,,
3_80_1.75_150_12.csv,0.1605256876,0.005585198362437019,852968.625,-464646.25,1.8357376714005547,Yes,,,,,2_100_0.75_200_20.csv,0.5802711062337037,0.006960887501071614,1670855.531,-1204244.875,1.3874715730054488,No,,,,,,,
3_80_1.75_150_14.csv,0.1605256876,0.005585198362437019,852968.625,-464646.25,1.8357376714005547,Yes,,,,,2_100_0.75_150_12.csv,0.5802710052535807,0.022200026766456705,976123.3759999999,-640806.4839999999,1.5232732507744102,Yes,,,,,,,
3_80_1.75_150_16.csv,0.1605256876,0.005585198362437019,852968.625,-464646.25,1.8357376714005547,Yes,,,,,2_100_0.75_150_14.csv,0.5802710052535807,0.022200026766456705,976123.3759999999,-640806.4839999999,1.5232732507744102,Yes,,,,,,,
3_80_1.75_150_18.csv,0.1605256876,0.005585198362437019,852968.625,-464646.25,1.8357376714005547,Yes,,,,,2_100_0.75_150_16.csv,0.5802710052535807,0.022200026766456705,976123.3759999999,-640806.4839999999,1.5232732507744102,Yes,,,,,,,
3_80_1.75_150_20.csv,0.1605256876,0.005585198362437019,852968.625,-464646.25,1.8357376714005547,Yes,,,,,2_100_0.75_150_18.csv,0.5802710052535807,0.022200026766456705,976123.3759999999,-640806.4839999999,1.5232732507744102,Yes,,,,,,,
3_80_1.75_150_4.csv,0.1605256876,0.005585198362437019,852968.625,-464646.25,1.8357376714005547,Yes,,,,,2_100_0.75_150_20.csv,0.5802710052535807,0.022200026766456705,976123.3759999999,-640806.4839999999,1.5232732507744102,Yes,,,,,,,
3_80_1.75_150_6.csv,0.1605256876,0.005585198362437019,852968.625,-464646.25,1.8357376714005547,Yes,,,,,2_100_0.75_150_8.csv,0.5802711343255675,0.02220003326423418,869390.305,-570738.172,1.523273451210479,Yes,,,,,,,
3_80_1.75_150_8.csv,0.1605256876,0.005585198362437019,852968.625,-464646.25,1.8357376714005547,Yes,,,,,2_100_0.75_225_8.csv,0.5802709518100848,0.006960885668320956,1710104.969,-1232533.562,1.387471320638975,No,,,,,,,
2_20_1_150_10.csv,0.15725612499999997,-0.028098615468104292,535320.563,-783532.344,0.6832143779376643,No,,,,,2_100_0.75_225_10.csv,0.5802709792628877,0.006960883931761039,1855029.156,-1336985.312,1.387471604474889,No,,,,,,,
2_20_1_150_12.csv,0.15725612499999997,-0.028098615468104292,535320.563,-783532.344,0.6832143779376643,No,,,,,2_100_0.75_225_12.csv,0.5802709792628877,0.006960883931761039,1855029.156,-1336985.312,1.387471604474889,No,,,,,,,
2_20_1_150_14.csv,0.15725612499999997,-0.028098615468104292,535320.563,-783532.344,0.6832143779376643,No,,,,,2_100_0.75_225_14.csv,0.5802709792628877,0.006960883931761039,1855029.156,-1336985.312,1.387471604474889,No,,,,,,,
2_20_1_150_16.csv,0.15725612499999997,-0.028098615468104292,535320.563,-783532.344,0.6832143779376643,No,,,,,2_100_0.75_225_16.csv,0.5802709792628877,0.006960883931761039,1855029.156,-1336985.312,1.387471604474889,No,,,,,,,
2_20_1_150_18.csv,0.15725612499999997,-0.028098615468104292,535320.563,-783532.344,0.6832143779376643,No,,,,,2_100_0.75_225_18.csv,0.5802709792628877,0.006960883931761039,1855029.156,-1336985.312,1.387471604474889,No,,,,,,,
2_20_1_150_20.csv,0.15725612499999997,-0.028098615468104292,535320.563,-783532.344,0.6832143779376643,No,,,,,2_100_0.75_225_20.csv,0.5802709792628877,0.006960883931761039,1855029.156,-1336985.312,1.387471604474889,No,,,,,,,
2_20_1_150_6.csv,0.15725612499999997,-0.028098615468104292,535320.563,-783532.344,0.6832143779376643,No,,,,,2_100_0.75_125_6.csv,0.572002396825406,0.19389177600340574,2993174.813,-977218.25,3.0629542714741564,Yes,,,,,,,
2_20_1_150_8.csv,0.15725612499999997,-0.028098615468104292,535320.563,-783532.344,0.6832143779376643,No,,,,,2_100_0.75_100_6.csv,0.572002350575091,0.19389180720124177,3315516.9060000004,-1082457.5,3.062953424037434,Yes,,,,,,,
2_20_1_150_4.csv,0.1516559126,-0.01401261103095697,635089.125,-800433.687,0.7934312802104742,No,,,,,2_100_0.75_75_6.csv,0.572002350575091,0.19389180720124177,3315516.9060000004,-1082457.5,3.062953424037434,Yes,,,,,,,
2_20_0.75_75_10.csv,0.15148452499999998,-0.021345285343643508,569859.188,-1248918.812,0.4562820117085401,No,,,,,2_100_0.75_150_6.csv,0.5720020947953971,0.10252000240265836,1861586.938,-636912.625,2.9228293880969938,Yes,,,,,,,
2_20_0.75_75_12.csv,0.15148452499999998,-0.021345285343643508,569859.188,-1248918.812,0.4562820117085401,No,,,,,2_100_0.75_200_6.csv,0.5720021347740716,0.08177226253565185,3000013.5,-1042268.25,2.878350654929765,Yes,,,,,,,
2_20_0.75_75_14.csv,0.15148452499999998,-0.021345285343643508,569859.188,-1248918.812,0.4562820117085401,No,,,,,2_100_0.75_175_6.csv,0.5720021823597161,0.081772237691699,2104044.5,-730989.75,2.878350209424961,Yes,,,,,,,
2_20_0.75_75_16.csv,0.15148452499999998,-0.021345285343643508,569859.188,-1248918.812,0.4562820117085401,No,,,,,2_100_0.75_225_6.csv,0.5720021227949664,0.08177228124379698,3330696.7189999996,-1157154.5,2.8783509194321066,Yes,,,,,,,
2_20_0.75_75_18.csv,0.15148452499999998,-0.021345285343643508,569859.188,-1248918.812,0.4562820117085401,No,,,,,2_100_1.25_200_12.csv,0.5635823945609437,-0.01234410361533535,841566.781,-664202.375,1.2670336823170798,No,,,,,,,
2_20_0.75_75_20.csv,0.15148452499999998,-0.021345285343643508,569859.188,-1248918.812,0.4562820117085401,No,,,,,2_100_1.25_200_14.csv,0.5635823945609437,-0.0062129896098351185,879710.453,-637746.938,1.3794036483480536,No,,,,,,,
2_20_0.75_75_8.csv,0.15148452499999998,-0.021345285343643508,569859.188,-1248918.812,0.4562820117085401,No,,,,,2_100_1.25_150_12.csv,0.5635823676533468,0.0400001333355898,1283549.563,-661192.203,1.941265425055232,Yes,,,,,,,
1_120_1.75_150_10.csv,0.1474199126,-0.0011186175170317513,727383.813,-580700.437,1.2525973232563625,No,,,,,2_100_1.25_150_14.csv,0.5635823676533468,0.04784143756217802,1337194.938,-654362.813,2.0435069222064737,Yes,,,,,,,
1_120_1.75_150_12.csv,0.1474199126,-0.0011186175170317513,727383.813,-580700.437,1.2525973232563625,No,,,,,2_100_1.25_225_12.csv,0.5635823949359742,-0.02025730127556459,988609.813,-828735.422,1.1929136691348037,No,,,,,,,
1_120_1.75_150_14.csv,0.1474199126,-0.0011186175170317513,727383.813,-580700.437,1.2525973232563625,No,,,,,2_100_1.25_225_14.csv,0.5635823949359742,-0.014384731486020187,1034195.313,-795726.532,1.2996868539756068,No,,,,,,,
1_120_1.75_150_16.csv,0.1474199126,-0.0011186175170317513,727383.813,-580700.437,1.2525973232563625,No,,,,,2_100_1.25_175_12.csv,0.5635824271303023,0.024653769117577072,804549.344,-466986.06299999997,1.7228551508184948,Yes,,,,,,,
1_120_1.75_150_18.csv,0.1474199126,-0.0011186175170317513,727383.813,-580700.437,1.2525973232563625,No,,,,,2_100_1.25_175_14.csv,0.5635824271303023,0.03199368200598875,838828.9770000001,-446704.06299999997,1.877818104824357,Yes,,,,,,,
1_120_1.75_150_20.csv,0.1474199126,-0.0011186175170317513,727383.813,-580700.437,1.2525973232563625,No,,,,,2_100_1.25_125_12.csv,0.5635824392321631,0.04000012311000851,1199666.063,-617981.453,1.941265481635741,Yes,,,,,,,
1_120_1.75_150_4.csv,0.1474199126,-0.0011186175170317513,727383.813,-580700.437,1.2525973232563625,No,,,,,2_100_1.25_125_14.csv,0.5635824392321631,0.0478414366611451,1249805.626,-611598.39,2.0435070569757383,Yes,,,,,,,
1_120_1.75_150_6.csv,0.1474199126,-0.0011186175170317513,727383.813,-580700.437,1.2525973232563625,No,,,,,2_100_1.25_100_12.csv,0.5635823576472627,0.04000013229495631,1240039.5,-638778.914,1.9412655502902214,Yes,,,,,,,
1_120_1.75_150_8.csv,0.1474199126,-0.0011186175170317513,727383.813,-580700.437,1.2525973232563625,No,,,,,2_100_1.25_100_14.csv,0.5635823576472627,0.04784143394636291,1291866.375,-632181.0229999999,2.0435070462404568,Yes,,,,,,,
3_120_1.75_150_10.csv,0.1474199126,-0.0011186175170317513,727383.813,-580700.437,1.2525973232563625,No,,,,,2_100_1.25_50_12.csv,0.5635823576472627,0.04000013229495631,1240039.5,-638778.914,1.9412655502902214,Yes,,,,,,,
3_120_1.75_150_12.csv,0.1474199126,-0.0011186175170317513,727383.813,-580700.437,1.2525973232563625,No,,,,,2_100_1.25_50_14.csv,0.5635823576472627,0.04784143394636291,1291866.375,-632181.0229999999,2.0435070462404568,Yes,,,,,,,
3_120_1.75_150_14.csv,0.1474199126,-0.0011186175170317513,727383.813,-580700.437,1.2525973232563625,No,,,,,2_100_1.25_75_12.csv,0.5635823576472627,0.04000013229495631,1240039.5,-638778.914,1.9412655502902214,Yes,,,,,,,
3_120_1.75_150_16.csv,0.1474199126,-0.0011186175170317513,727383.813,-580700.437,1.2525973232563625,No,,,,,2_100_1.25_75_14.csv,0.5635823576472627,0.04784143394636291,1291866.375,-632181.0229999999,2.0435070462404568,Yes,,,,,,,
3_120_1.75_150_18.csv,0.1474199126,-0.0011186175170317513,727383.813,-580700.437,1.2525973232563625,No,,,,,2_100_1_225_12.csv,0.5276494165319641,0.0004621217889744649,1088629.188,-919188.422,1.1843373588532864,No,,,,,,,
3_120_1.75_150_20.csv,0.1474199126,-0.0011186175170317513,727383.813,-580700.437,1.2525973232563625,No,,,,,2_100_1_225_14.csv,0.5276494165319641,0.0004621217889744649,1088629.188,-919188.422,1.1843373588532864,No,,,,,,,
3_120_1.75_150_4.csv,0.1474199126,-0.0011186175170317513,727383.813,-580700.437,1.2525973232563625,No,,,,,2_100_1_225_16.csv,0.5276494165319641,0.0004621217889744649,1088629.188,-919188.422,1.1843373588532864,No,,,,,,,
3_120_1.75_150_6.csv,0.1474199126,-0.0011186175170317513,727383.813,-580700.437,1.2525973232563625,No,,,,,2_100_1_225_18.csv,0.5276494165319641,0.0004621217889744649,1088629.188,-919188.422,1.1843373588532864,No,,,,,,,
3_120_1.75_150_8.csv,0.1474199126,-0.0011186175170317513,727383.813,-580700.437,1.2525973232563625,No,,,,,2_100_1_225_20.csv,0.5276494165319641,0.0004621217889744649,1088629.188,-919188.422,1.1843373588532864,No,,,,,,,
1_20_0.75_125_10.csv,0.146707325,-0.011154775804058943,636850.563,-537935.562,1.1838789029530639,No,,,,,2_100_1_175_10.csv,0.5276493520062644,0.048938879747744884,1150757.188,-661724.094,1.73902869554573,Yes,,,,,,,
1_20_0.75_125_12.csv,0.146707325,-0.011154775804058943,636850.563,-537935.562,1.1838789029530639,No,,,,,2_100_1_100_10.csv,0.5276493901268087,0.07472739182957294,1277664.188,-648482.3520000001,1.9702374074784381,Yes,,,,,,,
