Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Window1_GrossProfit,Window1_GrossLoss,Score_1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Window2_GrossProfit,Window2_GrossLoss,Score_2,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Window3_GrossProfit,Window3_GrossLoss,Score_3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Window4_GrossProfit,Window4_GrossLoss,Score_4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Window5_GrossProfit,Window5_GrossLoss,Score_5,Pass5,Para6,InSample6_Annual_RateOfReturn,OutSample6_Annual_RateOfReturn,Window6_GrossProfit,Window6_GrossLoss,Score_6,Pass6,Para7,Pass7
2_40_0.75_50_4.csv,0.6477998125,0.19044563230338668,30605325.266999997,-25152434.266999997,1.2167937680351757,No,2_40_0.75_75_6.csv,0.2666918832760447,0.48086418163179623,46527247.249,-36676550.437,1.2685829690804953,No,2_40_0.75_50_4.csv,1.193179034017466,-0.09007399268760208,172202774.5,-154826237.5,1.1122325083950968,No,2_80_0.75_125_6.csv,0.14565734059796762,0.18453998628825108,45971567.5,-41035403.75,1.1202903663400656,No,2_100_0.75_50_4.csv,0.3560427602872151,0.24756360968787194,52507831.437,-45325996.25,1.158448479485986,No,2_100_0.75_150_6.csv,0.30852890395794613,-0.042293995132659586,41851097.25,-38675486.25,1.082109142195982,No,No Plateau,No
2_40_1_50_4.csv,0.568792,0.1872040663618811,25668105.075,-20826391.575,1.2324797112627035,No,2_40_0.75_75_4.csv,0.26669188187273785,0.8449517916741274,63146129.125,-44205700.375,1.42846122987142,No,2_40_0.75_75_4.csv,0.8449517916741274,-0.08735932959120224,85873488.0,-76882821.5,1.1169398615268042,No,2_60_0.75_200_6.csv,0.12159712695501845,0.2511029142120494,41873673.375,-36758141.875,1.1391673038696002,No,2_100_0.75_125_4.csv,0.3560427131426823,0.24756355592600904,56131487.937,-48454024.75,1.1584484101498709,No,2_100_0.75_150_8.csv,0.3038548057854997,-0.042293991228226066,34388789.75,-31880003.125,1.07869467939395,No,,
2_40_1.5_50_10.csv,0.44836865625,0.19361395470213894,25657645.571,-21602048.821,1.1877413010037008,No,2_40_1.75_75_6.csv,0.2641182656337094,0.3779214504725261,37087017.875,-27978881.0,1.3255361383108923,No,2_40_0.75_50_6.csv,0.8209425317963647,-0.09476777584535226,101924986.0,-94332413.5,1.0804874190990565,No,2_80_0.75_150_6.csv,0.11189508859651853,0.08389687631639159,30390633.125,-27886105.375,1.0898127478297963,No,2_100_0.75_150_4.csv,0.3560427107482435,0.29914572916032045,97899423.75,-82642623.5,1.1846117609032583,No,2_100_0.75_150_12.csv,0.3038547883877885,-0.04229396957012999,33780563.625,-31316148.5,1.0786947068219452,No,,
2_40_1.5_75_10.csv,0.43743715625,0.21534179907178652,25152122.44,-20931917.44,1.2016157866137656,No,2_40_1.75_50_6.csv,0.26411822103926824,0.3461625791347569,38520826.25,-29923840.625,1.2872955290978796,No,2_40_1.25_75_4.csv,0.8088980487545592,-0.09307480073067183,36975096.375,-32715550.375,1.1301994296649518,No,,,,,,,,2_100_0.75_100_4.csv,0.35604270396181825,0.24756361163230062,54176803.937,-46766693.25,1.1584484634692447,No,2_100_0.75_150_10.csv,0.3038547873750923,-0.042293999646886175,34849676.5,-32307266.5,1.078694680034289,No,,
2_40_1.5_75_12.csv,0.40572878125,0.21534185668309508,24787797.565,-20808376.315,1.1912413150242471,No,2_40_1.75_100_6.csv,0.2612119001198714,0.1962742839649389,21300984.623,-16874731.686,1.2623006409442472,No,2_20_0.75_50_4.csv,0.7903737981224876,-0.024349817577025583,31614244.875,-26560104.688,1.1902906726600173,No,,,,,,,,2_100_0.75_75_4.csv,0.35604270396181825,0.24756361163230062,54176803.937,-46766693.25,1.1584484634692447,No,2_100_0.75_150_14.csv,0.3038547560464099,-0.04229400351507369,35156916.75,-32592093.0,1.078694662229885,No,,
2_40_1.5_75_14.csv,0.40572878125,0.21534185668309508,24787797.565,-20808376.315,1.1912413150242471,No,2_40_1.75_50_8.csv,0.24236861537914953,0.21019613095681877,42848199.625,-36456215.5,1.1753331780968872,No,2_40_1_225_4.csv,0.7853328084085964,-0.06908683900996876,18354427.548,-15973763.486,1.1490358902638382,No,,,,,,,,2_100_0.75_225_4.csv,0.3560426157845985,0.026233367165051757,29548284.062,-26689437.125,1.1071152952237466,No,2_100_0.75_150_16.csv,0.3038547560464099,-0.04229400351507369,35156916.75,-32592093.0,1.078694662229885,No,,
2_40_1.5_75_16.csv,0.40572878125,0.21534185668309508,24787797.565,-20808376.315,1.1912413150242471,No,2_40_1.75_75_8.csv,0.2423685667592198,0.2347118181622007,41128119.0,-34313906.125,1.1985845869653233,No,2_80_1.75_150_4.csv,0.7779446906162808,-0.05626207680126445,8266602.2020000005,-6760070.1389999995,1.2228574603551168,No,,,,,,,,2_100_0.75_175_4.csv,0.35604257254469274,0.15374347242960604,56107817.0,-48322065.625,1.1611220727901157,No,2_100_0.75_150_18.csv,0.3038547560464099,-0.04229400351507369,35156916.75,-32592093.0,1.078694662229885,No,,
2_40_1.5_75_18.csv,0.40572878125,0.21534185668309508,24787797.565,-20808376.315,1.1912413150242471,No,2_40_1.75_100_8.csv,0.23958519349313756,0.11060682348900247,24862947.496999998,-21482794.81,1.1573423158809195,No,2_80_1.75_175_4.csv,0.7779446642145043,-0.05626208557471428,7301649.539,-5970973.538,1.2228574607694067,No,,,,,,,,2_100_0.75_200_4.csv,0.35604252990832236,0.054870308040991064,35303876.25,-31295988.0,1.128063963022992,No,2_100_0.75_150_20.csv,0.3038547560464099,-0.04229400351507369,35156916.75,-32592093.0,1.078694662229885,No,,
2_40_1.5_75_20.csv,0.40572878125,0.21534185668309508,24787797.565,-20808376.315,1.1912413150242471,No,2_40_1.75_75_10.csv,0.23847948729252869,0.2657093512695902,43497508.875,-35849854.125,1.2133245709545826,No,2_80_1.75_100_4.csv,0.777944634921834,-0.07323802541192986,9889531.467,-8277060.811000001,1.1948119861409097,No,,,,,,,,2_20_2_100_6.csv,0.3525281965418524,0.053611450758267634,18389106.812,-15125882.25,1.2157378001537729,No,2_100_1.5_100_8.csv,0.3020269485404194,-0.04304175990554513,31297201.75,-28631475.75,1.0931047363145436,No,,
2_40_1.75_50_12.csv,0.39388065625,0.2289429336263128,23243199.318000004,-19210840.068,1.2099002040372409,No,2_40_1.75_50_10.csv,0.23847945410050303,0.23962587014568354,45243395.25,-38059941.25,1.188740543576115,No,2_80_1.75_50_4.csv,0.7779446130481256,-0.07323803202296929,11813645.420999998,-9887451.362,1.1948119882948658,No,,,,,,,,2_80_0.75_125_4.csv,0.33148175399130214,0.12900684699076173,72484300.75,-63634873.5,1.1390656846359568,No,2_100_1.5_125_8.csv,0.3020269485404194,-0.04304175990554513,31297201.75,-28631475.75,1.0931047363145436,No,,
