Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Window_1_NetProfit,Window_1_MDD,Score_1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Window_2_NetProfit,Window_2_MDD,Score_2,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Window_3_NetProfit,Window_3_MDD,Score_3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Window_4_NetProfit,Window_4_MDD,Score_4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Window_5_NetProfit,Window_5_MDD,Score_5,Pass5
2_40_1.75_50_6.csv,0.7580520500000001,0.048511988466597405,4952185.5,-2094797.75,2.364039917457425,Yes,2_60_2_50_6.csv,0.25790911875255845,-0.06929119067819162,1731082.25,-4045361.0,0.4279178669097764,No,2_20_1.75_75_4.csv,0.1646401590652945,0.12830360423127826,6073717.5,-2037030.0,2.981653436620963,Yes,2_40_1_225_4.csv,0.42185095282260254,0.10773724671770049,2616387.719,-1219631.125,2.1452287215120065,Yes,2_80_1.25_100_16.csv,0.47583502771516045,-0.006591541010860638,3099833.3439999996,-1522751.75,2.0356787270150893,Yes
2_40_1.75_75_4.csv,0.7402440000000001,-0.004712457617384425,3590448.5,-2150060.5,1.6699290554847177,Yes,2_60_2_75_6.csv,0.25790911875255845,-0.06929119067819162,1731082.25,-4045361.0,0.4279178669097764,No,2_20_2_75_4.csv,0.1382615243571815,0.17855087393812494,5302388.875,-1479134.75,3.5847909563344382,Yes,2_40_1_175_4.csv,0.41570745012815136,0.06176455339120557,2505200.375,-1315770.625,1.90397955950719,Yes,2_80_1.25_100_18.csv,0.47583502771516045,-0.006591541010860638,3099833.3439999996,-1522751.75,2.0356787270150893,Yes
2_40_1.75_50_4.csv,0.72771225,-0.0026568044132218803,3576942.5,-2084833.25,1.7156971666678857,Yes,2_60_2_100_6.csv,0.25790908635534376,-0.06929117344731715,1262070.125,-2949326.75,0.4279180409562962,No,2_20_1.75_100_4.csv,0.12215825039992842,0.12494005182097623,5801205.0,-2096701.0,2.7668251219415643,Yes,2_40_1_200_4.csv,0.4157074139830725,0.10773723053232817,2727865.9689999996,-1274958.625,2.1395721519982653,Yes,2_80_1.25_100_20.csv,0.47583502771516045,-0.006591541010860638,3099833.3439999996,-1522751.75,2.0356787270150893,Yes
2_40_1.75_75_6.csv,0.71194675,0.04592330637726381,4606724.0,-2023206.0,2.276942634610613,Yes,2_20_1_150_6.csv,0.24825434683822967,-0.054412182513257086,970422.937,-2458396.25,0.3947382107339287,No,2_20_1.75_50_4.csv,0.11761471075757274,0.1132985214634895,3879303.25,-1568472.5,2.473300137554213,Yes,2_40_1_150_4.csv,0.40936018856084266,0.06233440931536602,2683496.922,-1413250.75,1.8988116029657156,Yes,2_80_1.25_50_16.csv,0.47583499770128374,-0.006591558621494501,4968526.25,-2440723.0,2.035678055231995,Yes
1_20_1_50_10.csv,0.6456924500000001,0.147071562481136,6337895.0,-1351531.25,4.689418021225924,Yes,2_60_2_125_6.csv,0.24669499897905994,-0.06929119754144974,898803.625,-2212314.75,0.40627294330519653,No,2_20_2_100_4.csv,0.10691384388933989,0.1876778422254563,4582563.0,-1323278.0,3.4630387567842886,Yes,2_40_1.5_200_6.csv,0.3955951687479621,0.17574511512505703,5895904.844,-2758557.5,2.1373144638094366,Yes,2_80_1.25_50_18.csv,0.47583499770128374,-0.006591558621494501,4968526.25,-2440723.0,2.035678055231995,Yes
1_20_1_50_12.csv,0.6456924500000001,0.147071562481136,6337895.0,-1351531.25,4.689418021225924,Yes,2_80_2_100_6.csv,0.24650899207144372,-0.04678504417073563,550577.344,-834380.672,0.6598634921399522,No,2_20_2_50_4.csv,0.1045797297013901,0.21394118396827239,3733302.562,-840451.75,4.442018904714042,Yes,2_40_1.5_225_6.csv,0.39559513173667576,0.12304765099590889,5385395.406,-2612450.0,2.061434824015771,Yes,2_80_1.25_50_20.csv,0.47583499770128374,-0.006591558621494501,4968526.25,-2440723.0,2.035678055231995,Yes
1_20_1_50_14.csv,0.6456924500000001,0.147071562481136,6337895.0,-1351531.25,4.689418021225924,Yes,2_80_2_125_6.csv,0.24650898415356137,-0.046785047382513434,467872.586,-709044.547,0.6598634570699266,No,,,,,,,,2_40_1_125_4.csv,0.38404800553257556,0.06557487102951949,2613581.016,-1390635.375,1.8794150235103864,Yes,2_80_1.25_75_16.csv,0.47583499770128374,-0.006591558621494501,4968526.25,-2440723.0,2.035678055231995,Yes
1_20_1_50_16.csv,0.6456924500000001,0.147071562481136,6337895.0,-1351531.25,4.689418021225924,Yes,2_80_2_50_6.csv,0.24650897752978096,-0.04678504908622631,698809.6290000001,-1059021.594,0.6598634371189225,No,,,,,,,,2_40_1.25_225_6.csv,0.3763465065436462,0.18930972076477987,4275846.734,-1787966.25,2.3914583029741197,Yes,2_80_1.25_75_18.csv,0.47583499770128374,-0.006591558621494501,4968526.25,-2440723.0,2.035678055231995,Yes
1_20_1_50_18.csv,0.6456924500000001,0.147071562481136,6337895.0,-1351531.25,4.689418021225924,Yes,2_80_2_75_6.csv,0.24650897752978096,-0.04678504908622631,698809.6290000001,-1059021.594,0.6598634371189225,No,,,,,,,,2_40_1.25_200_6.csv,0.37634649025731554,0.12857959165987892,3207586.063,-1397295.25,2.2955678572585145,Yes,2_80_1.25_75_20.csv,0.47583499770128374,-0.006591558621494501,4968526.25,-2440723.0,2.035678055231995,Yes
1_20_1_50_20.csv,0.6456924500000001,0.147071562481136,6337895.0,-1351531.25,4.689418021225924,Yes,2_60_2_225_6.csv,0.24574814818607515,-0.07290613748475866,813055.125,-2270594.0,0.3580803635524449,No,,,,,,,,2_40_1.25_175_6.csv,0.37634646249226844,0.12857961917184396,2942253.828,-1281710.25,2.295568618570383,Yes,2_80_1.25_125_16.csv,0.4758349865167355,-0.006591555513067422,3023918.75,-1485460.5,2.03567765686129,Yes
