"Filename","Begin","End","Start_NetProfit","End_NetProfit","NetProfit","NetProfit_Percent","Number_of_Transactions","Window_GrossProfit","Window_GrossLoss","Window_Net","Window_MDD"
"2_20_1.75_50_4.csv","2000/1/4","2002/12/31","409266.125","360591.813","-48674.312","-0.034538765345","14","3643008.484","-3402784.609","240223.875","-446311.375"
"2_20_1.75_75_4.csv","2000/1/4","2002/12/31","108203.625","-285420.75","-393624.375","-0.355191380104","12","1998068.943","-2229481.841","-231412.898","-593348.063"
"2_20_1.75_50_6.csv","2000/1/4","2002/12/31","305263.781","222133.234","-83130.547","-0.0636886951205","12","3876567.71","-3781687.398","94880.312","-652405.492"
"2_20_1.75_225_4.csv","2000/1/4","2002/12/31","131501.156","94151.781","-37349.375","-0.0330086936297","8","1916482.92","-1809995.479","106487.441","-288330.688"
"2_20_1.75_175_4.csv","2000/1/4","2002/12/31","-37925.246","-259531.813","-221606.567","-0.230342357575","11","1566451.895","-1667412.677","-100960.782","-394994.516"
"2_20_1.75_150_4.csv","2000/1/4","2002/12/31","349175.406","-130040.07","-479215.476","-0.355191381246","12","2117259.208","-2427285.856","-310026.648","-722367.82"
"2_20_1.75_50_14.csv","2000/1/4","2002/12/31","563543.313","289451.188","-274092.125","-0.175301907354","12","5164081.869","-5254197.962","-90116.093","-781531.297"
"2_20_1.75_50_16.csv","2000/1/4","2002/12/31","563543.313","289451.188","-274092.125","-0.175301907354","12","5164081.869","-5254197.962","-90116.093","-781531.297"
"2_20_1.75_50_18.csv","2000/1/4","2002/12/31","563543.313","289451.188","-274092.125","-0.175301907354","12","5164081.869","-5254197.962","-90116.093","-781531.297"
"2_20_1.75_50_20.csv","2000/1/4","2002/12/31","563543.313","289451.188","-274092.125","-0.175301907354","12","5164081.869","-5254197.962","-90116.093","-781531.297"
"2_20_1.75_50_10.csv","2000/1/4","2002/12/31","474536.844","216047.672","-258489.172","-0.175301941794","12","4870111.193","-4955097.459","-84986.266","-737041.875"
"2_20_1.75_50_12.csv","2000/1/4","2002/12/31","474536.844","216047.672","-258489.172","-0.175301941794","12","4870111.193","-4955097.459","-84986.266","-737041.875"
"2_20_1.75_200_4.csv","2000/1/4","2002/12/31","60735.203","-45427.418","-106162.621","-0.100083999003","9","1678071.576","-1664448.346","13623.23","-297331.465"
"2_20_1.75_50_8.csv","2000/1/4","2002/12/31","361835.031","123102.703","-238732.328","-0.175301943749","12","4423710.453","-4525726.188","-102015.735","-680708.328"
"2_20_2_75_4.csv","2000/1/4","2002/12/31","584052.688","285043.469","-299009.219","-0.188762167613","11","2453883.776","-2596802.495","-142918.719","-683796.391"
"2_20_2_75_6.csv","2000/1/4","2002/12/31","454397.563","176186.766","-278210.797","-0.191289372368","11","2251226.813","-2386123.203","-134896.39","-627827.547"
"2_20_1.75_100_4.csv","2000/1/4","2002/12/31","80441.539","-303321.938","-383763.477","-0.355191339048","12","1868863.141","-2151678.161","-282815.02","-578483.813"
"2_20_1.75_125_4.csv","2000/1/4","2002/12/31","248043.25","-195251.0","-443294.25","-0.355191416644","12","1987714.608","-2314929.421","-327214.813","-668220.313"
"2_20_2_50_6.csv","2000/1/4","2002/12/31","755728.188","599421.75","-156306.438","-0.0890265583638","13","4258083.435","-4251517.435","6566.0","-875238.531"
"2_20_1.75_75_6.csv","2000/1/4","2002/12/31","42309.172","-315860.531","-358169.703","-0.343630961544","11","2082385.638","-2350051.739","-267666.101","-556100.969"
"2_20_2_75_10.csv","2000/1/4","2002/12/31","220148.031","-231649.313","-451797.344","-0.370280763089","10","2440144.258","-2792830.805","-352686.547","-723654.563"
"2_20_2_75_12.csv","2000/1/4","2002/12/31","220148.031","-231649.313","-451797.344","-0.370280763089","10","2440144.258","-2792830.805","-352686.547","-723654.563"
"2_20_2_75_14.csv","2000/1/4","2002/12/31","220148.031","-231649.313","-451797.344","-0.370280763089","10","2440144.258","-2792830.805","-352686.547","-723654.563"
"2_20_2_75_16.csv","2000/1/4","2002/12/31","220148.031","-231649.313","-451797.344","-0.370280763089","10","2440144.258","-2792830.805","-352686.547","-723654.563"
"2_20_2_75_18.csv","2000/1/4","2002/12/31","220148.031","-231649.313","-451797.344","-0.370280763089","10","2440144.258","-2792830.805","-352686.547","-723654.563"
"2_20_2_75_20.csv","2000/1/4","2002/12/31","220148.031","-231649.313","-451797.344","-0.370280763089","10","2440144.258","-2792830.805","-352686.547","-723654.563"
"2_20_2_75_8.csv","2000/1/4","2002/12/31","220148.031","-175623.734","-395771.765","-0.324363728781","10","2422136.008","-2718796.976","-296660.968","-707648.578"
"2_20_2_50_10.csv","2000/1/4","2002/12/31","472945.25","44831.234","-428114.016","-0.290651683082","12","4192182.553","-4509317.163","-317134.61","-756296.141"
"2_20_2_50_12.csv","2000/1/4","2002/12/31","472945.25","44831.234","-428114.016","-0.290651683082","12","4192182.553","-4509317.163","-317134.61","-756296.141"
"2_20_2_50_14.csv","2000/1/4","2002/12/31","472945.25","44831.234","-428114.016","-0.290651683082","12","4192182.553","-4509317.163","-317134.61","-756296.141"
"2_20_2_50_16.csv","2000/1/4","2002/12/31","472945.25","44831.234","-428114.016","-0.290651683082","12","4192182.553","-4509317.163","-317134.61","-756296.141"
"2_20_2_50_18.csv","2000/1/4","2002/12/31","472945.25","44831.234","-428114.016","-0.290651683082","12","4192182.553","-4509317.163","-317134.61","-756296.141"
"2_20_2_50_20.csv","2000/1/4","2002/12/31","472945.25","44831.234","-428114.016","-0.290651683082","12","4192182.553","-4509317.163","-317134.61","-756296.141"
"2_20_2_50_8.csv","2000/1/4","2002/12/31","472945.25","121016.82","-351928.43","-0.238928385152","12","4167694.288","-4408643.312","-240949.024","-734530.656"
"2_20_1.75_75_10.csv","2000/1/4","2002/12/31","177481.094","-319267.094","-496748.188","-0.421873599951","11","2807587.884","-3225394.103","-417806.219","-759098.875"
"2_20_1.75_75_12.csv","2000/1/4","2002/12/31","177481.094","-319267.094","-496748.188","-0.421873599951","11","2807587.884","-3225394.103","-417806.219","-759098.875"
"2_20_1.75_75_14.csv","2000/1/4","2002/12/31","248556.438","-278176.563","-526733.001","-0.42187360136","11","2977060.118","-3420086.04","-443025.922","-804919.751"
"2_20_1.75_75_16.csv","2000/1/4","2002/12/31","248556.438","-278176.563","-526733.001","-0.42187360136","11","2977060.118","-3420086.04","-443025.922","-804919.751"
"2_20_1.75_75_18.csv","2000/1/4","2002/12/31","248556.438","-278176.563","-526733.001","-0.42187360136","11","2977060.118","-3420086.04","-443025.922","-804919.751"
"2_20_1.75_75_20.csv","2000/1/4","2002/12/31","248556.438","-278176.563","-526733.001","-0.42187360136","11","2977060.118","-3420086.04","-443025.922","-804919.751"
"2_20_2_50_4.csv","2000/1/4","2002/12/31","605647.875","751369.75","145721.875","0.0907558109526","13","4020896.497","-3771331.841","249564.656","-550530.125"
"1_20_1.75_150_10.csv","2000/1/4","2002/12/31","156862.766","-127974.945","-284837.711","-0.246215644043","15","1148837.619","-1360275.525","-211437.906","-423352.578"
"1_20_1.75_150_12.csv","2000/1/4","2002/12/31","156862.766","-127974.945","-284837.711","-0.246215644043","15","1148837.619","-1360275.525","-211437.906","-423352.578"
"1_20_1.75_150_14.csv","2000/1/4","2002/12/31","156862.766","-127974.945","-284837.711","-0.246215644043","15","1148837.619","-1360275.525","-211437.906","-423352.578"
