Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Score_1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Score_2,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Score_3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Score_4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Score_5,Pass5,Para6,InSample6_Annual_RateOfReturn,OutSample6_Annual_RateOfReturn,Score_6,Pass6,Para7,InSample7_Annual_RateOfReturn,OutSample7_Annual_RateOfReturn,Score_7,Pass7
2_20_1_50_4.csv,0.35311415625,0.05488721330348997,0.15543758960666132,No,2_60_0.75_100_8.csv,0.40402719946998594,0.06464771194092117,0.1600083163354542,No,2_120_1.25_100_4.csv,0.18343842365810345,-0.042468229798862854,-0.23151218240959195,No,2_40_1.25_75_4.csv,0.14241034960407853,0.18308751897885012,1.2856335195290232,Yes,2_120_0.75_225_6.csv,0.5757725484566973,-0.024650323328641796,-0.042812606114540554,No,2_40_1_50_4.csv,0.17120734919983818,-0.0307821948030724,-0.17979482158293641,No,1_20_2_200_10.csv,0.1151165755329503,-0.006987321880181125,-0.060697791328765814,No
2_20_1_75_4.csv,0.34523803125,0.040068553389900646,0.11606065891647227,No,2_60_0.75_100_10.csv,0.40402708323668846,0.06464773939811674,0.16000843032654966,No,2_120_1.25_125_4.csv,0.18343842365810345,-0.042468229798862854,-0.23151218240959195,No,2_60_1.5_225_6.csv,0.1294730536536872,0.3664317063845331,2.8301773692977057,Yes,2_120_0.75_150_6.csv,0.5757724719929975,-0.010907964748495527,-0.018944922307136954,No,2_40_1_75_4.csv,0.12977821645871213,-0.025964272714236864,-0.20006649361294918,No,1_20_2_200_12.csv,0.1151165755329503,-0.006987321880181125,-0.060697791328765814,No
2_20_1_150_4.csv,0.33773325,0.026360657357038866,0.07805170902491498,No,2_60_0.75_100_12.csv,0.40402708323668846,0.06464773939811674,0.16000843032654966,No,2_120_1.25_150_4.csv,0.18343842365810345,-0.042468229798862854,-0.23151218240959195,No,2_60_1.5_200_6.csv,0.12250827661140468,0.3300584654221151,2.694172790211212,Yes,2_120_0.75_200_6.csv,0.5757724217935412,-0.010907931841740695,-0.01894486680651063,No,2_40_1.25_50_4.csv,0.11028250960379452,-0.010172416637238646,-0.09223961871909234,No,1_20_2_200_14.csv,0.1151165755329503,-0.006987321880181125,-0.060697791328765814,No
1_20_0.75_50_10.csv,0.3334655625,0.18707032775178892,0.5609884461511342,Yes,2_60_0.75_100_14.csv,0.40402708323668846,0.06464773939811674,0.16000843032654966,No,2_120_1.25_50_4.csv,0.18343842365810345,-0.042468229798862854,-0.23151218240959195,No,,,,,,2_120_0.75_100_6.csv,0.5757723316920439,-0.010907897055427954,-0.0189448093543719,No,2_80_1_175_4.csv,0.10328994558611793,0.04512814211674825,0.436907405272304,No,1_20_2_200_16.csv,0.1151165755329503,-0.006987321880181125,-0.060697791328765814,No
1_20_0.75_50_12.csv,0.3334655625,0.18707032775178892,0.5609884461511342,Yes,2_60_0.75_100_16.csv,0.40402708323668846,0.06464773939811674,0.16000843032654966,No,2_120_1.25_75_4.csv,0.18343842365810345,-0.042468229798862854,-0.23151218240959195,No,,,,,,2_120_0.75_125_6.csv,0.5757723316920439,-0.010907897055427954,-0.0189448093543719,No,2_40_1_50_10.csv,0.10304982442318458,-0.012311881264303885,-0.11947503388015386,No,1_20_2_200_18.csv,0.1151165755329503,-0.006987321880181125,-0.060697791328765814,No
1_20_0.75_50_14.csv,0.3334655625,0.18707032775178892,0.5609884461511342,Yes,2_60_0.75_100_18.csv,0.40402708323668846,0.06464773939811674,0.16000843032654966,No,2_120_1.25_200_4.csv,0.1834384219539487,-0.042468255827158394,-0.23151232645154263,No,,,,,,2_120_0.75_75_6.csv,0.5757723316920439,-0.010907897055427954,-0.0189448093543719,No,2_40_1_50_12.csv,0.10304982442318458,-0.012311881264303885,-0.11947503388015386,No,1_20_2_200_20.csv,0.1151165755329503,-0.006987321880181125,-0.060697791328765814,No
1_20_0.75_50_16.csv,0.3334655625,0.18707032775178892,0.5609884461511342,Yes,2_60_0.75_100_20.csv,0.40402708323668846,0.06464773939811674,0.16000843032654966,No,2_120_1.25_175_4.csv,0.18343839429238162,-0.04246820821493861,-0.2315121018081347,No,2_40_1_75_4.csv,0.10874926620213604,0.4197901665533027,3.8601655092828318,Yes,2_120_0.75_175_6.csv,0.5757722409927889,-0.01090788759234488,-0.018944795903214604,No,2_40_1_50_14.csv,0.10304982442318458,-0.012311881264303885,-0.11947503388015386,No,1_20_2_200_4.csv,0.1151165755329503,-0.006987321880181125,-0.060697791328765814,No
1_20_0.75_50_18.csv,0.3334655625,0.18707032775178892,0.5609884461511342,Yes,2_60_1_100_10.csv,0.3897731011991079,0.06736646741974883,0.17283508588073654,No,2_120_1_50_4.csv,0.18059659120044527,-0.07168925745823611,-0.39695797679075656,No,,,,,,2_120_0.75_100_4.csv,0.5220819538394276,0.03365169382501782,0.06445672672181232,No,2_40_1_50_16.csv,0.10304982442318458,-0.012311881264303885,-0.11947503388015386,No,1_20_2_200_6.csv,0.1151165755329503,-0.006987321880181125,-0.060697791328765814,No
1_20_0.75_50_20.csv,0.3334655625,0.18707032775178892,0.5609884461511342,Yes,2_60_1_100_12.csv,0.3897731011991079,0.06736646741974883,0.17283508588073654,No,2_120_1_150_4.csv,0.18059655852981893,-0.07168927443570118,-0.3969581426097016,No,,,,,,2_120_0.75_125_4.csv,0.5220819538394276,0.03365169382501782,0.06445672672181232,No,2_40_1_50_18.csv,0.10304982442318458,-0.012311881264303885,-0.11947503388015386,No,1_20_2_200_8.csv,0.1151165755329503,-0.006987321880181125,-0.060697791328765814,No
1_20_0.75_50_4.csv,0.3334655625,0.18707032775178892,0.5609884461511342,Yes,2_60_1_100_14.csv,0.3897731011991079,0.06736646741974883,0.17283508588073654,No,2_120_1_100_4.csv,0.18059653285403293,-0.07168925438738036,-0.39695808803440963,No,,,,,,2_120_0.75_75_4.csv,0.5220819538394276,0.03365169382501782,0.06445672672181232,No,2_40_1_50_20.csv,0.10304982442318458,-0.012311881264303885,-0.11947503388015386,No,3_20_2_200_10.csv,0.1151165755329503,-0.006987321880181125,-0.060697791328765814,No
