Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Pass1,Para2,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Pass5,Para6,InSample6_Annual_RateOfReturn,OutSample6_Annual_RateOfReturn,Pass6,Para7,Pass7
2_20_1.5_50_10.csv,0.753269125,0.03131112439546069,Yes,No Plateau,No,1_40_0.75_75_4.csv,0.27579779890523615,0.1989665828722928,Yes,1_20_0.75_75_10.csv,0.4724699887534656,0.03332345259191837,Yes,2_60_1_100_4.csv,0.7445972794213683,-0.03375915286363527,No,2_60_1.25_50_6.csv,0.25489863146669145,-0.029979078400064873,No,No Plateau,No
2_20_1.5_50_12.csv,0.753269125,0.03131112439546069,Yes,,,3_40_0.75_75_4.csv,0.27579779890523615,0.1989665828722928,Yes,1_20_0.75_75_12.csv,0.4724699887534656,0.03332345259191837,Yes,2_60_1_50_4.csv,0.692562213555878,-0.03292695928641942,No,2_60_1.25_75_6.csv,0.25489863146669145,-0.029979078400064873,No,,
2_20_1.5_50_14.csv,0.753269125,0.03131112439546069,Yes,,,1_40_0.75_225_4.csv,0.26703090459277806,0.23868519215232326,Yes,1_20_0.75_75_14.csv,0.4724699887534656,0.03332345259191837,Yes,2_60_1_75_4.csv,0.692562213555878,-0.03292695928641942,No,2_60_0.75_100_4.csv,0.25370222022535716,-0.007453489035067365,No,,
2_20_1.5_50_16.csv,0.753269125,0.03131112439546069,Yes,,,3_40_0.75_225_4.csv,0.26703090459277806,0.23868519215232326,Yes,1_20_0.75_75_16.csv,0.4724699887534656,0.03332345259191837,Yes,2_60_1.25_100_4.csv,0.6872263468766892,0.03167236724072577,Yes,2_60_0.75_50_4.csv,0.235397546670787,-0.00605869878144775,No,,
2_20_1.5_50_18.csv,0.753269125,0.03131112439546069,Yes,,,1_40_0.75_225_10.csv,0.2670308600680218,0.23868519509820676,Yes,1_20_0.75_75_18.csv,0.4724699887534656,0.03332345259191837,Yes,2_60_1.25_50_4.csv,0.656387709076219,0.07799060559597029,Yes,2_60_0.75_75_4.csv,0.2353975372608011,-0.006058792191751579,No,,
2_20_1.5_50_20.csv,0.753269125,0.03131112439546069,Yes,,,1_40_0.75_225_12.csv,0.2670308600680218,0.23868519509820676,Yes,1_20_0.75_75_20.csv,0.4724699887534656,0.03332345259191837,Yes,2_60_1.25_75_4.csv,0.656387709076219,0.07799060559597029,Yes,2_40_2_50_4.csv,0.2230036001308437,-0.06320263177883614,No,,
2_20_1.5_50_8.csv,0.74052925,0.04025938027574653,Yes,,,1_40_0.75_225_14.csv,0.2670308600680218,0.23868519509820676,Yes,1_20_0.75_75_4.csv,0.4724699887534656,0.03332345259191837,Yes,2_60_0.75_100_4.csv,0.6293435575914504,0.25370222022535716,Yes,2_40_2_75_4.csv,0.22300355239799585,-0.06320261338641482,No,,
2_20_1.25_50_10.csv,0.7136811875,0.03458752145662281,Yes,,,1_40_0.75_225_16.csv,0.2670308600680218,0.23868519509820676,Yes,1_20_0.75_75_6.csv,0.4724699887534656,0.03332345259191837,Yes,2_80_1_100_4.csv,0.6279129584489717,0.08161246300529881,Yes,2_60_0.75_100_6.csv,0.21607238440102805,0.004389142588887548,Yes,,
2_20_1.25_50_12.csv,0.7136811875,0.03458752145662281,Yes,,,1_40_0.75_225_18.csv,0.2670308600680218,0.23868519509820676,Yes,1_20_0.75_75_8.csv,0.4724699887534656,0.03332345259191837,Yes,2_80_1_50_4.csv,0.6279128212765741,0.08161245936663236,Yes,2_60_0.75_50_6.csv,0.20291186905158687,0.0058519641636021755,Yes,,
2_20_1.25_50_14.csv,0.7136811875,0.03458752145662281,Yes,,,1_40_0.75_225_20.csv,0.2670308600680218,0.23868519509820676,Yes,3_20_0.75_75_10.csv,0.4724699887534656,0.03332345259191837,Yes,2_80_1_75_4.csv,0.6279128212765741,0.08161245936663236,Yes,2_60_0.75_75_6.csv,0.20291186905158687,0.0058519641636021755,Yes,,
2_20_1.25_50_16.csv,0.7136811875,0.03458752145662281,Yes,,,1_40_0.75_225_6.csv,0.2670308600680218,0.23868519509820676,Yes,3_20_0.75_75_12.csv,0.4724699887534656,0.03332345259191837,Yes,2_80_0.75_50_4.csv,0.6006509816555771,0.12822863679059107,Yes,2_60_1.25_175_6.csv,0.19438274019452398,-0.013982959011553844,No,,
2_20_1.25_50_18.csv,0.7136811875,0.03458752145662281,Yes,,,1_40_0.75_225_8.csv,0.2670308600680218,0.23868519509820676,Yes,3_20_0.75_75_14.csv,0.4724699887534656,0.03332345259191837,Yes,2_80_0.75_75_4.csv,0.6006509816555771,0.12822863679059107,Yes,2_60_2_150_10.csv,0.19319699874244234,-0.03161284530057936,No,,
2_20_1.25_50_20.csv,0.7136811875,0.03458752145662281,Yes,,,3_40_0.75_225_10.csv,0.2670308600680218,0.23868519509820676,Yes,3_20_0.75_75_16.csv,0.4724699887534656,0.03332345259191837,Yes,2_80_0.75_50_6.csv,0.5928644046207038,0.1471557813161175,Yes,2_60_1.25_100_6.csv,0.18359776260624575,-0.02997910290095069,No,,
2_20_1.25_50_8.csv,0.695441125,0.03458752521475095,Yes,,,3_40_0.75_225_12.csv,0.2670308600680218,0.23868519509820676,Yes,3_20_0.75_75_18.csv,0.4724699887534656,0.03332345259191837,Yes,2_80_0.75_75_6.csv,0.5928644046207038,0.1471557813161175,Yes,2_40_2_100_4.csv,0.18286019909047585,-0.06320261494052241,No,,
2_20_2_50_6.csv,0.6925959375,0.04366317818444873,Yes,,,3_40_0.75_225_14.csv,0.2670308600680218,0.23868519509820676,Yes,3_20_0.75_75_20.csv,0.4724699887534656,0.03332345259191837,Yes,2_80_0.75_50_8.csv,0.5826099437352114,0.0693924673742498,Yes,2_100_0.75_150_4.csv,0.17484639550012254,-0.02466055859035196,No,,
2_20_1_50_10.csv,0.668350375,0.04198055603233134,Yes,,,3_40_0.75_225_16.csv,0.2670308600680218,0.23868519509820676,Yes,3_20_0.75_75_4.csv,0.4724699887534656,0.03332345259191837,Yes,2_80_0.75_75_8.csv,0.5826099437352114,0.0693924673742498,Yes,2_80_0.75_125_6.csv,0.17182610394063286,-0.0073932297120343545,No,,
2_20_1_50_12.csv,0.668350375,0.04198055603233134,Yes,,,3_40_0.75_225_18.csv,0.2670308600680218,0.23868519509820676,Yes,3_20_0.75_75_6.csv,0.4724699887534656,0.03332345259191837,Yes,2_60_1_100_6.csv,0.5802637667875961,0.06609610825189383,Yes,2_40_2_125_4.csv,0.17134437673110048,-0.06551830302261222,No,,
2_20_1_50_14.csv,0.668350375,0.04198055603233134,Yes,,,3_40_0.75_225_20.csv,0.2670308600680218,0.23868519509820676,Yes,3_20_0.75_75_8.csv,0.4724699887534656,0.03332345259191837,Yes,2_80_1_100_6.csv,0.5772118831190437,0.04309821669712694,Yes,2_100_0.75_100_4.csv,0.1678820679158301,-0.031356294069429,No,,
2_20_1_50_16.csv,0.668350375,0.04198055603233134,Yes,,,3_40_0.75_225_6.csv,0.2670308600680218,0.23868519509820676,Yes,1_20_0.75_100_10.csv,0.454134143283784,-0.016080110613925,No,2_80_1_50_6.csv,0.5772118564995051,0.043098241136073676,Yes,2_100_0.75_75_4.csv,0.1678820679158301,-0.031356294069429,No,,
2_20_1_50_18.csv,0.668350375,0.04198055603233134,Yes,,,3_40_0.75_225_8.csv,0.2670308600680218,0.23868519509820676,Yes,1_20_0.75_100_12.csv,0.454134143283784,-0.016080110613925,No,2_80_1_75_6.csv,0.5772118564995051,0.043098241136073676,Yes,2_100_0.75_125_4.csv,0.1678820608423206,-0.03135627154792398,No,,
2_20_1_50_20.csv,0.668350375,0.04198055603233134,Yes,,,1_40_0.75_100_4.csv,0.2657237888172066,0.2320751600214176,Yes,1_20_0.75_100_14.csv,0.454134143283784,-0.016080110613925,No,2_80_1_100_8.csv,0.5762155251709946,-0.0013621424986357334,No,2_60_2_200_10.csv,0.16755927526797676,-0.034224094622767286,No,,
2_20_1_50_8.csv,0.668350375,0.04198055603233134,Yes,,,3_40_0.75_100_4.csv,0.2657237888172066,0.2320751600214176,Yes,1_20_0.75_100_16.csv,0.454134143283784,-0.016080110613925,No,2_80_1_50_8.csv,0.5762154698830173,-0.001362145328842136,No,2_60_2_175_10.csv,0.16755924754827747,-0.03422409125113379,No,,
2_20_1_50_6.csv,0.6265628125,0.041980608919569014,Yes,,,1_40_1_75_4.csv,0.2650608755546068,0.09181230012202027,Yes,1_20_0.75_100_18.csv,0.454134143283784,-0.016080110613925,No,2_80_1_75_8.csv,0.5762154698830173,-0.001362145328842136,No,2_40_1.75_100_6.csv,0.16458635336951757,-0.054529373464059464,No,,
2_20_1.25_50_6.csv,0.617579125,0.03985189463266535,Yes,,,3_40_1_75_4.csv,0.2650608755546068,0.09181230012202027,Yes,1_20_0.75_100_20.csv,0.454134143283784,-0.016080110613925,No,2_60_1_100_12.csv,0.5660574626549952,0.053790336013969174,Yes,2_40_1.75_75_6.csv,0.16458631997233517,-0.06136581357447706,No,,
