"Filename","Begin","End","Start_NetProfit","End_NetProfit","NetProfit","NetProfit_Percent","Number_of_Transactions","Window_GrossProfit","Window_GrossLoss","Window_Net","Window_MDD"
"2_40_2_75_6.csv","2012/1/2","2015/12/31","8414201.0","8479033.0","64832.0","0.00688661735606","10","26453425.25","-21603533.75","4849891.5","-1886211.0"
"2_40_2_50_6.csv","2012/1/2","2015/12/31","10075009.0","10151277.0","76268.0","0.00688649553242","10","31120206.0","-25414723.0","5705483.0","-2218968.0"
"2_40_2_50_16.csv","2012/1/2","2015/12/31","14106647.0","14210680.0","104033.0","0.00688657118949","10","55475709.0","-48522145.5","6953563.5","-4396449.0"
"2_40_2_50_18.csv","2012/1/2","2015/12/31","14106647.0","14210680.0","104033.0","0.00688657118949","10","55475709.0","-48522145.5","6953563.5","-4396449.0"
"2_40_2_50_20.csv","2012/1/2","2015/12/31","14106647.0","14210680.0","104033.0","0.00688657118949","10","55475709.0","-48522145.5","6953563.5","-4396449.0"
"2_40_2_75_16.csv","2012/1/2","2015/12/31","11841256.0","11929688.0","88432.0","0.00688655377636","10","47156585.5","-41245778.5","5910807.0","-3737159.0"
"2_40_2_75_18.csv","2012/1/2","2015/12/31","11841256.0","11929688.0","88432.0","0.00688655377636","10","47156585.5","-41245778.5","5910807.0","-3737159.0"
"2_40_2_75_20.csv","2012/1/2","2015/12/31","11841256.0","11929688.0","88432.0","0.00688655377636","10","47156585.5","-41245778.5","5910807.0","-3737159.0"
"2_40_2_100_6.csv","2012/1/2","2015/12/31","6132257.0","6181374.0","49117.0","0.00688659985191","10","19393477.25","-16137341.5","3256135.75","-1429004.5"
"2_40_2_125_6.csv","2012/1/2","2015/12/31","4070116.75","4164076.75","93960.0","0.0185321176283","9","13184847.125","-10811109.875","2373737.25","-879872.5"
"2_40_1.75_75_16.csv","2012/1/2","2015/12/31","15632659.0","14061599.0","-1571060.0","-0.094456334372","13","63034990.0","-57382536.0","5652454.0","-5266991.0"
"2_40_1.75_75_18.csv","2012/1/2","2015/12/31","15526045.0","13965057.0","-1560988.0","-0.0944562355966","13","62630917.0","-57014693.5","5616223.5","-5233225.0"
"2_40_1.75_75_20.csv","2012/1/2","2015/12/31","15526045.0","13965057.0","-1560988.0","-0.0944562355966","13","62630917.0","-57014693.5","5616223.5","-5233225.0"
"2_40_1.75_75_6.csv","2012/1/2","2015/12/31","11542727.0","10357988.0","-1184739.0","-0.0944562534128","13","38588222.0","-34389941.5","4198280.5","-3479370.0"
"2_40_1.75_50_6.csv","2012/1/2","2015/12/31","14663927.0","13184370.0","-1479557.0","-0.0944563263095","13","48651627.5","-43511846.5","5139781.0","-4345196.0"
"2_40_1.5_50_4.csv","2012/1/2","2015/12/31","20121012.0","17708328.0","-2412684.0","-0.114231458227","15","70454568.0","-63973277.0","6481291.0","-5009690.0"
"2_40_1.75_100_16.csv","2012/1/2","2015/12/31","4902577.5","4577264.5","-325313.0","-0.0551137193878","12","21723443.5","-19602020.0","2121423.5","-1636919.5"
"2_40_1.75_100_18.csv","2012/1/2","2015/12/31","4864740.0","4541512.5","-323227.5","-0.0551136964299","12","21584195.5","-19476371.25","2107824.25","-1626426.5"
"2_40_1.75_100_20.csv","2012/1/2","2015/12/31","4864740.0","4541512.5","-323227.5","-0.0551136964299","12","21584195.5","-19476371.25","2107824.25","-1626426.5"
"2_40_1.75_50_16.csv","2012/1/2","2015/12/31","17485082.0","15739047.0","-1746035.0","-0.0944564378995","13","71407568.0","-65544490.0","5863078.0","-5853587.0"
"2_40_1.75_50_18.csv","2012/1/2","2015/12/31","17366590.0","15631750.0","-1734840.0","-0.0944562926488","13","70949831.0","-65124335.0","5825496.0","-5816064.0"
"2_40_1.75_50_20.csv","2012/1/2","2015/12/31","17366590.0","15631750.0","-1734840.0","-0.0944562926488","13","70949831.0","-65124335.0","5825496.0","-5816064.0"
"2_80_2_100_6.csv","2012/1/2","2015/12/31","2284253.75","2295855.75","11602.0","0.00353261376348","6","8692859.561","-7336479.186","1356380.375","-613258.0"
