"Filename","Begin","End","Start_NetProfit","End_NetProfit","NetProfit","NetProfit_Percent","Number_of_Transactions"
"2_20_1.25_175_4.csv","2000/1/4","2002/12/31","10734717.0","13112335.0","2377618.0","0.202614004241","6"
"2_20_1.25_200_4.csv","2000/1/4","2002/12/31","9813169.0","12004068.0","2190899.0","0.20261396081","6"
"2_20_1.25_125_4.csv","2000/1/4","2002/12/31","15205385.0","17955510.0","2750125.0","0.169704391472","9"
"2_20_1.5_175_4.csv","2000/1/4","2002/12/31","10422410.0","12218335.0","1795925.0","0.157228203155","7"
"2_20_1.25_150_4.csv","2000/1/4","2002/12/31","18241908.0","21079106.0","2837198.0","0.147448891243","8"
"1_60_1.25_150_10.csv","2000/1/4","2002/12/31","23342458.0","28171764.0","4829306.0","0.198390236516","14"
"1_60_1.25_150_12.csv","2000/1/4","2002/12/31","23342458.0","28171764.0","4829306.0","0.198390236516","14"
"1_60_1.25_150_14.csv","2000/1/4","2002/12/31","23342458.0","28171764.0","4829306.0","0.198390236516","14"
"1_60_1.25_150_16.csv","2000/1/4","2002/12/31","23342458.0","28171764.0","4829306.0","0.198390236516","14"
"1_60_1.25_150_18.csv","2000/1/4","2002/12/31","23342458.0","28171764.0","4829306.0","0.198390236516","14"
"1_60_1.25_150_20.csv","2000/1/4","2002/12/31","23342458.0","28171764.0","4829306.0","0.198390236516","14"
"1_60_1.25_150_4.csv","2000/1/4","2002/12/31","23342458.0","28171764.0","4829306.0","0.198390236516","14"
"1_60_1.25_150_6.csv","2000/1/4","2002/12/31","23342458.0","28171764.0","4829306.0","0.198390236516","14"
"1_60_1.25_150_8.csv","2000/1/4","2002/12/31","23342458.0","28171764.0","4829306.0","0.198390236516","14"
"3_60_1.25_150_10.csv","2000/1/4","2002/12/31","23342458.0","28171764.0","4829306.0","0.198390236516","14"
"3_60_1.25_150_12.csv","2000/1/4","2002/12/31","23342458.0","28171764.0","4829306.0","0.198390236516","14"
"3_60_1.25_150_14.csv","2000/1/4","2002/12/31","23342458.0","28171764.0","4829306.0","0.198390236516","14"
"3_60_1.25_150_16.csv","2000/1/4","2002/12/31","23342458.0","28171764.0","4829306.0","0.198390236516","14"
"3_60_1.25_150_18.csv","2000/1/4","2002/12/31","23342458.0","28171764.0","4829306.0","0.198390236516","14"
"3_60_1.25_150_20.csv","2000/1/4","2002/12/31","23342458.0","28171764.0","4829306.0","0.198390236516","14"
"3_60_1.25_150_4.csv","2000/1/4","2002/12/31","23342458.0","28171764.0","4829306.0","0.198390236516","14"
"3_60_1.25_150_6.csv","2000/1/4","2002/12/31","23342458.0","28171764.0","4829306.0","0.198390236516","14"
"3_60_1.25_150_8.csv","2000/1/4","2002/12/31","23342458.0","28171764.0","4829306.0","0.198390236516","14"
"1_60_1.25_125_10.csv","2000/1/4","2002/12/31","32946750.0","39681452.0","6734702.0","0.198390184627","14"
"1_60_1.25_125_12.csv","2000/1/4","2002/12/31","32946750.0","39681452.0","6734702.0","0.198390184627","14"
"1_60_1.25_125_14.csv","2000/1/4","2002/12/31","32946750.0","39681452.0","6734702.0","0.198390184627","14"
"1_60_1.25_125_16.csv","2000/1/4","2002/12/31","32946750.0","39681452.0","6734702.0","0.198390184627","14"
"1_60_1.25_125_18.csv","2000/1/4","2002/12/31","32946750.0","39681452.0","6734702.0","0.198390184627","14"
"1_60_1.25_125_20.csv","2000/1/4","2002/12/31","32946750.0","39681452.0","6734702.0","0.198390184627","14"
